mapped_rxn,template
BrC(Br)(Br)[Br:7].O[CH2:6][CH2:5][C:4]1([CH2:3][O:2][CH3:1])[CH2:8][N:9]([CH:10]([CH3:11])[c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[C:18](=[O:19])[CH2:20]1>>[CH3:1][O:2][CH2:3][C:4]1([CH2:5][CH2:6][Br:7])[CH2:8][N:9]([CH:10]([CH3:11])[c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[C:18](=[O:19])[CH2:20]1,O-[C:1].Br-C(-Br)(-Br)-[Br:2]>>[Br:2]-[C:1]
Br[c:4]1[cH:5][cH:6][c:7](-[c:10]2[cH:11][cH:12][c:13](=[O:14])[nH:15][n:16]2)[cH:8][cH:9]1.[C-:1]#[N:2]>>[O:14]=[c:13]1[cH:12][cH:11][c:10]([n:16][nH:15]1)-[c:7]1[cH:8][cH:9][c:4]([cH:5][cH:6]1)[C:1]#[N:2],Br-[c:1].N#[C:2]>>[C:2]-[c:1]
Br[c:20]1[cH:19][cH:18][c:17]2[c:23]([cH:22]1)[C:8](=[C:5]1[CH2:4][CH2:3][N:2]([CH3:1])[CH2:7][CH2:6]1)[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[CH2:15][CH2:16]2.[C-:24]#[N:25]>>[CH3:1][N:2]1[CH2:7][CH2:6][C:5]([CH2:4][CH2:3]1)=[C:8]1[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[CH2:15][CH2:16][c:17]2[cH:18][cH:19][c:20]([cH:22][c:23]12)[C:24]#[N:25],Br-[c:1].N#[C:2]>>[C:2]-[c:1]
O=[C:11]([CH2:10][c:9]1[cH:8][cH:7][c:6]([CH2:5][C:3]([O:2][CH3:1])=[O:4])[cH:20][cH:19]1)[c:13]1[cH:14][cH:15][cH:16][n:17][cH:18]1.[NH4+:21].[O-][CH:23]=[O:24]>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:20][cH:19][c:9]([CH2:10][CH:11]([NH:21][CH:23]=[O:24])[c:13]2[cH:14][cH:15][cH:16][n:17][cH:18]2)[cH:8][cH:7]1,[N:1].O=[C:2].O=[C:3]-[O-]>>[C:2]-[N:1]-[C:3]
O=[C:2]([CH:3]1[CH2:4][CH2:5][CH2:6][N:7]1[CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[N:15]1[CH2:16][CH2:17][CH2:18][CH2:19]1.[Mg+][CH2:21][CH3:20]>>[CH2:8]([N:7]1[CH2:6][CH2:5][CH2:4][CH:3]1[C:2]1([CH2:21][CH2:20]1)[N:15]1[CH2:19][CH2:18][CH2:17][CH2:16]1)[c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1,O=[C:1].[C:2]-[C:3]-[Mg+]>>[C:1]1-[C:3]-[C:2]-1
O1[C:2](=[O:1])[c:11]2[c:6]([cH:7][cH:8][cH:9][cH:10]2)[C:4]1=[O:5].[NH2:12][CH2:13][CH2:14][c:15]1[cH:16][nH:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]12>>[O:1]=[C:2]1[N:12]([CH2:13][CH2:14][c:15]2[cH:16][nH:17][c:18]3[cH:19][cH:20][cH:21][cH:22][c:23]23)[C:4](=[O:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12,[N:1].O=[C:2]-O-[C:3]=O>>[C:2]-[N:1]-[C:3]
O[C:22]([CH2:21][CH2:20][C:18]([c:16]1[cH:15][cH:14][cH:13][c:12]([O:11][CH2:10][c:9]2[c:3]([CH3:2])[cH:4][cH:5][cH:6][c:7]2[CH3:8])[cH:17]1)=[O:19])=[O:24].[NH3:1]>>[CH3:2][c:3]1[cH:4][cH:5][cH:6][c:7]([CH3:8])[c:9]1[CH2:10][O:11][c:12]1[cH:13][cH:14][cH:15][c:16]([cH:17]1)[C:18](=[O:19])[CH2:20][CH2:21][C:22]([NH2:1])=[O:24],[N:1].O-[C:2]=O>>[C:2]-[N:1]
CCO[C:22](OCC)=[CH:21][C:19]([O:18][CH2:17][CH3:16])=[O:20].[CH3:1][O:2][CH2:3][O:4][CH2:5][c:6]1[cH:7][s:8][c:9]([NH2:10])[c:11]1[S:12]([NH2:13])(=[O:14])=[O:15]>>[CH3:16][CH2:17][O:18][C:19](=[O:20])[CH2:21][C:22]1=[N:13][S:12](=[O:14])(=[O:15])[c:11]2[c:6]([CH2:5][O:4][CH2:3][O:2][CH3:1])[cH:7][s:8][c:9]2[NH:10]1,[N:1].[N:2].C-C-O-[C:3](=[C:4])-O-C-C>>[C:4]-[C:3](-[N:2])=[N:1]
O[S:24](Cl)(=[O:26])=[O:27].[CH3:1][CH:2]([CH3:3])[c:4]1[n:5][cH:6][c:7](-[c:8]2[cH:9][cH:10][n:11][c:12]([NH:13][c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[n:20]2)[n:21]1[CH3:22].[NH2:28][CH:29]1[CH2:30][CH2:31]1>>[CH3:3][CH:2]([CH3:1])[c:4]1[n:5][cH:6][c:7](-[c:8]2[cH:9][cH:10][n:11][c:12]([NH:13][c:14]3[cH:15][cH:16][c:17]([cH:18][cH:19]3)[S:24](=[O:27])(=[O:26])[NH:28][CH:29]3[CH2:30][CH2:31]3)[n:20]2)[n:21]1[CH3:22],[c:1].[N:2].Cl-[S:3]-O>>[N:2]-[S:3]-[c:1]
O[C:13]([CH:11]([CH:10]([OH:9])[C:16](O)=[O:18])[OH:12])=[O:15].[NH2:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1>>[OH:9][CH:10]1[CH:11]([OH:12])[C:13](=[O:15])[N:1]([CH2:2][c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[C:16]1=[O:18],[N:1].O-[C:2]=O.O-[C:3]=O>>[C:2]-[N:1]-[C:3]
O1[C:2](=[O:1])[c:11]2[c:6]([cH:7][cH:8][cH:9][cH:10]2)[C:4]1=[O:5].[CH3:12][CH:13]([CH3:14])[c:15]1[cH:16][cH:17][cH:18][c:19]([CH:20]([CH3:21])[CH3:22])[c:23]1[NH2:24]>>[CH3:22][CH:20]([CH3:21])[c:19]1[cH:18][cH:17][cH:16][c:15]([CH:13]([CH3:14])[CH3:12])[c:23]1[N:24]1[C:2](=[O:1])[c:11]2[cH:10][cH:9][cH:8][cH:7][c:6]2[C:4]1=[O:5],[N:1].O=[C:2]-O-[C:3]=O>>[C:2]-[N:1]-[C:3]
Cl[C:7](=[O:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1.[CH2:4]=[O:5].[K][C:2]#[N:3]>>[OH:5][CH:4]([C:2]#[N:3])[C:7](=[O:8])[c:9]1[cH:14][cH:13][cH:12][cH:11][cH:10]1,Cl-[C:1].N#[C:2]-[K].[C:3]=[O:4]>>[C:2]-[C:3](-[C:1])-[O:4]
O[C:25]([c:22]1[cH:21][cH:20][c:19]([C:11](=[C:5]2[CH2:4][C:2]([CH3:1])([CH3:3])[CH2:10][C:7]([CH3:8])([CH3:9])[CH2:6]2)[c:12]2[cH:13][cH:14][c:15]([OH:16])[cH:17][cH:18]2)[cH:24][cH:23]1)=[O:27].[NH4+:28]>>[CH3:8][C:7]1([CH3:9])[CH2:6][C:5]([CH2:4][C:2]([CH3:1])([CH3:3])[CH2:10]1)=[C:11]([c:12]1[cH:18][cH:17][c:15]([OH:16])[cH:14][cH:13]1)[c:19]1[cH:24][cH:23][c:22]([cH:21][cH:20]1)[C:25]([NH2:28])=[O:27],[N:1].O-[C:2]=O>>[C:2]-[N:1]
O=[CH:9][c:8]1[cH:7][cH:6][cH:5][c:4]([N+:2]([O-:1])=[O:3])[cH:11]1.[O:12]=[C:13]1[O:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21>>[O-:1][N+:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([cH:11]1)[CH:9]1[C:13](=[O:12])[c:21]2[cH:20][cH:19][cH:18][cH:17][c:16]2[C:15]1=[O:14],O=[C:1].O=[C:2]-[O:3]-[C:4]>>[C:2]-[C:1]-[C:4]=[O:3]
Br[c:18]1[c:17](-[c:16]2[c:12]([CH2:11][CH3:10])[s:13][c:14]([C:24](=[O:25])[O:26][CH3:27])[cH:15]2)[n:22]([CH3:23])[n:21][cH:20]1.CB1OB(C)OB([CH3:8])O1>>[CH3:10][CH2:11][c:12]1[s:13][c:14]([cH:15][c:16]1-[c:17]1[c:18]([CH3:8])[cH:20][n:21][n:22]1[CH3:23])[C:24](=[O:25])[O:26][CH3:27],Br-[c:1].C-B1-O-B(-C)-O-B(-[C:2])-O-1>>[C:2]-[c:1]
N[c:18]1[c:13]([C:10]([CH3:9])([CH3:11])[CH3:12])[cH:14][cH:15][c:16]([N+:20]([O-:21])=[O:22])[cH:17]1.O=N[O-].[ClH:8].[O-][S:2]([O-:1])=[O:4]>>[CH3:12][C:10]([CH3:11])([CH3:9])[c:13]1[cH:14][cH:15][c:16]([cH:17][c:18]1[S:2]([Cl:8])(=[O:4])=[O:1])[N+:20]([O-:21])=[O:22],[Cl:1].N-[c:2].[O-]-[S:3]-[O:4]>>[Cl:1]-[S:3](=[O:4])-[c:2]
O[C:3](=[O:4])[CH2:5][CH:6]([CH2:7][C:8](O)=[O:10])[c:11]1[c:12]([Cl:13])[cH:14][cH:15][cH:16][c:17]1[Cl:18].[NH4+:1]>>[Cl:13][c:12]1[cH:14][cH:15][cH:16][c:17]([Cl:18])[c:11]1[CH:6]1[CH2:7][C:8](=[O:10])[NH:1][C:3](=[O:4])[CH2:5]1,[N:1].O-[C:2]=O.O-[C:3]=O>>[C:2]-[N:1]-[C:3]
Br[C:17](Br)(Br)[c:12]1[cH:11][c:10]([C:8]([O:7][CH2:6][CH3:5])=[O:9])[c:15]([Br:16])[n:14][cH:13]1.[CH3:2][CH2:3][OH:4].[OH2:1]>>[CH3:2][CH2:3][O:4][C:17](=[O:1])[c:12]1[cH:13][n:14][c:15]([Br:16])[c:10]([cH:11]1)[C:8](=[O:9])[O:7][CH2:6][CH3:5],[O:1].[O:2].Br-[C:3](-Br)-Br>>[O:1]-[C:3]=[O:2]
Cl[CH3:30].Cl[S:2](Cl)(=[O:4])=[O:5].[CH3:6][CH:7]([CH3:8])[S:9](=[O:10])(=[O:11])[NH:12][CH2:13][C:14]([CH3:15])([F:16])[c:17]1[cH:18][cH:19][c:20](-[c:23]2[cH:24][cH:25][cH:26][c:27]([NH2:28])[cH:29]2)[cH:21][cH:22]1>>[CH3:8][CH:7]([CH3:6])[S:9](=[O:10])(=[O:11])[NH:12][CH2:13][C:14]([CH3:15])([F:16])[c:17]1[cH:22][cH:21][c:20]([cH:19][cH:18]1)-[c:23]1[cH:24][cH:25][cH:26][c:27]([NH:28][S:2]([CH3:30])(=[O:4])=[O:5])[cH:29]1,[N:1].Cl-[C:2].Cl-[S:3]-Cl>>[C:2]-[S:3]-[N:1]
O[C:11]([CH3:12])([CH3:13])[CH3:14].[CH3:1][c:2]1[cH:3][cH:4][cH:5][n:6][c:7]1[C:8]#[N:10].[OH2:9]>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][n:6][c:7]1[C:8](=[O:9])[NH:10][C:11]([CH3:12])([CH3:13])[CH3:14],[O:1].O-[C:2].[C:3]#[N:4]>>[C:2]-[N:4]-[C:3]=[O:1]
O=[C:12]([CH3:11])[CH2:14][CH2:15][C:16](O)=[O:18].[CH3:1][c:2]1[cH:3][c:4]([CH3:5])[c:6]([NH2:7])[cH:8][c:9]1[NH2:10]>>[CH3:11][CH:12]1[CH2:14][CH2:15][C:16](=[O:18])[N:7]1[c:6]1[cH:8][c:9]([NH2:10])[c:2]([CH3:1])[cH:3][c:4]1[CH3:5],[N:1].O=[C:2].O-[C:3]=O>>[C:2]-[N:1]-[C:3]
CCO[C:12](OCC)(OCC)[CH3:13].[C:1]12([NH2:11])[CH2:2][CH:3]3[CH2:4][CH:5]([CH2:6][CH:7]([CH2:8]1)[CH2:9]3)[CH2:10]2.[CH:23]1([NH2:29])[CH2:24][CH2:25][CH2:26][CH2:27][CH2:28]1>>[CH3:13][C:12]([NH:11][C:1]12[CH2:10][CH:5]3[CH2:4][CH:3]([CH2:9][CH:7]([CH2:6]3)[CH2:8]1)[CH2:2]2)=[N:29][CH:23]1[CH2:24][CH2:25][CH2:26][CH2:27][CH2:28]1,[N:1].[N:2].C-C-O-[C:3](-O-C-C)-O-C-C>>[N:1]-[C:3]=[N:2]
Cl[C:40](Cl)=[O:42].[CH3:21][O:22][c:23]1[c:24]([NH2:25])[cH:26][c:27]([C:35]([CH3:36])([CH3:37])[CH3:38])[cH:28][c:29]1[NH:30][S:31]([CH3:32])(=[O:33])=[O:34].[NH2:1][c:2]1[cH:3][cH:4][c:5](-[n:6]2[cH:7][cH:8][c:9]3[cH:10][n:11][cH:12][cH:13][c:14]23)[c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]12>>[CH3:21][O:22][c:23]1[c:24]([NH:25][C:40](=[O:42])[NH:1][c:2]2[cH:3][cH:4][c:5](-[n:6]3[cH:7][cH:8][c:9]4[cH:10][n:11][cH:12][cH:13][c:14]34)[c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]23)[cH:26][c:27]([cH:28][c:29]1[NH:30][S:31]([CH3:32])(=[O:34])=[O:33])[C:35]([CH3:36])([CH3:38])[CH3:37],[N:1].[N:2].Cl-[C:3]-Cl>>[N:1]-[C:3]-[N:2]
O1[C:2](=[O:1])[c:11]2[c:6]([cH:7][cH:8][cH:9][cH:10]2)[C:4]1=[O:5].[NH2:12][NH:13][c:14]1[cH:15][cH:16][n:17][cH:18][c:19]1[F:20]>>[F:20][c:19]1[cH:18][n:17][cH:16][cH:15][c:14]1[NH:13][N:12]1[C:4](=[O:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[C:2]1=[O:1],[N:1].O=[C:2]-O-[C:3]=O>>[C:2]-[N:1]-[C:3]
O[C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([N+:12]([O-:13])=[O:14])[c:9]([F:10])[cH:11]1.[NH4+:1]>>[NH2:1][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([c:9]([F:10])[cH:11]1)[N+:12]([O-:13])=[O:14],[N:1].O-[C:2]=O>>[C:2]-[N:1]
Br[c:25]1[cH:24][c:23]([C:28](=[O:29])[O:30][CH2:31][c:32]2[cH:33][cH:34][cH:35][cH:36][cH:37]2)[c:21]([CH3:22])[c:20]2[nH:19][c:18]3[c:17]([c:27]21)[CH2:16][CH2:15][O:14][C:7]3([CH2:6][CH2:5][CH3:4])[CH2:8][C:9](=[O:10])[O:11][CH2:12][CH3:13].[Cu][C:2]#[N:3]>>[CH3:4][CH2:5][CH2:6][C:7]1([CH2:8][C:9](=[O:10])[O:11][CH2:12][CH3:13])[O:14][CH2:15][CH2:16][c:17]2[c:18]1[nH:19][c:20]1[c:21]([CH3:22])[c:23]([cH:24][c:25]([C:2]#[N:3])[c:27]21)[C:28](=[O:29])[O:30][CH2:31][c:32]1[cH:37][cH:36][cH:35][cH:34][cH:33]1,Br-[c:1].N#[C:2]-[Cu]>>[C:2]-[c:1]
O=[CH:24][C:22]([OH:21])=[O:23].[CH3:9][O:10][c:11]1[cH:12][cH:13][c:14]([CH:15]=[CH2:16])[cH:17][c:18]1[O:19][CH3:20].[NH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[I:8]>>[CH3:9][O:10][c:11]1[cH:12][cH:13][c:14]([cH:17][c:18]1[O:19][CH3:20])[CH:15]1[CH2:16][CH:24]([NH:1][c:2]2[c:7]([I:8])[cH:6][cH:5][cH:4][c:3]12)[C:22]([OH:21])=[O:23],[c:1].[N:2].O=[C:3].[C:4]=[C:5]>>[N:2]-[C:3]-[C:4]-[C:5]-[c:1]
C[Si](C)(C)[C:15]#[N:16].Cl[CH2:12][CH:13]=[CH2:14].[Cl:1][c:2]1[cH:3][cH:4][c:5]([CH:8]=[C:11]([C:9]#[N:10])[C:17]#[N:18])[cH:6][n:7]1>>[Cl:1][c:2]1[cH:3][cH:4][c:5]([CH:8]([C:9]#[N:10])[C:11]([CH2:12][CH:13]=[CH2:14])([C:15]#[N:16])[C:17]#[N:18])[cH:6][n:7]1,Cl-[C:1].C-[Si](-C)(-C)-[C:2]#N.N#[C:3]-[C:4]=[C:5]>>[C:1]-[C:4](-[C:2])-[C:5]-[C:3]
O1[C:23](=[O:24])[c:22]2[cH:21][cH:20][c:19]([CH3:18])[cH:29][c:28]2[C:26]1=[O:27].[CH3:1][CH2:2][O:3][c:4]1[cH:5][c:6]([CH:12]([NH2:13])[CH2:14][C:15]([OH:16])=[O:17])[cH:7][cH:8][c:9]1[O:10][CH3:11]>>[CH3:1][CH2:2][O:3][c:4]1[cH:5][c:6]([cH:7][cH:8][c:9]1[O:10][CH3:11])[CH:12]([CH2:14][C:15]([OH:16])=[O:17])[N:13]1[C:23](=[O:24])[c:22]2[cH:21][cH:20][c:19]([CH3:18])[cH:29][c:28]2[C:26]1=[O:27],[N:1].O=[C:2]-O-[C:3]=O>>[C:2]-[N:1]-[C:3]
O[C:25]([CH2:24][n:23]1[c:13](-[c:14]2[cH:15][cH:16][c:17]([O:18][CH3:19])[cH:20][c:21]2[Cl:22])[n:12][n:11]2[c:9]([CH3:10])[cH:8][c:7]([CH:4]([CH2:3][CH3:2])[CH2:5][CH3:6])[c:30]2[c:28]1=[O:29])=[O:27].[NH3:1]>>[CH3:2][CH2:3][CH:4]([CH2:5][CH3:6])[c:7]1[cH:8][c:9]([CH3:10])[n:11]2[n:12][c:13](-[c:14]3[cH:15][cH:16][c:17]([O:18][CH3:19])[cH:20][c:21]3[Cl:22])[n:23]([CH2:24][C:25]([NH2:1])=[O:27])[c:28](=[O:29])[c:30]12,[N:1].O-[C:2]=O>>[C:2]-[N:1]
O[C:14]([c:13]1[c:11]([Cl:12])[c:9]([Cl:10])[cH:8][c:7]2[n:6][c:5]([O:4][CH3:3])[c:19]([O:20][CH3:21])[n:18][c:17]21)=[O:16].[CH3:1][NH2:2]>>[CH3:1][NH:2][C:14](=[O:16])[c:13]1[c:11]([Cl:12])[c:9]([Cl:10])[cH:8][c:7]2[n:6][c:5]([O:4][CH3:3])[c:19]([O:20][CH3:21])[n:18][c:17]12,[N:1].O-[C:2]=O>>[C:2]-[N:1]
Br[c:6]1[c:5]([O:4][CH3:3])[c:20]2[c:10]([cH:9][cH:8]1)[CH:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH3:16])[CH:17]1[CH2:18][O:19]2.I[CH3:1]>>[CH3:3][O:4][c:5]1[c:6]([CH3:1])[cH:8][cH:9][c:10]2[CH:11]3[CH2:12][CH2:13][CH2:14][N:15]([CH3:16])[CH:17]3[CH2:18][O:19][c:20]12,Br-[c:1].I-[C:2]>>[C:2]-[c:1]
Br[c:15]1[cH:16][cH:17][cH:18][n:19][cH:20]1.N#[C:11][c:10]1[c:5]([C:2]([F:1])([F:3])[F:4])[cH:6][cH:7][cH:8][cH:9]1.[OH2:13]>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[C:11](=[O:13])[c:15]1[cH:16][cH:17][cH:18][n:19][cH:20]1,[O:1].Br-[c:2].N#[C:3]>>[c:2]-[C:3]=[O:1]
Cl[C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][O:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[N-]=[N+]=[N-:23]>>[O:3]=[C:2]=[N:23][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][O:14][c:15]1[cH:20][cH:19][cH:18][cH:17][cH:16]1,[N-]=[N+]=[N:1].Cl-[C:2](=O)-[C:3]>>[C:3]-[N:1]=[C:2]
Cl[CH:15]1[CH2:14][CH2:13][N:12]([CH3:11])[CH2:18][CH2:17]1.N#[C:9][c:8]1[c:3]([F:2])[cH:4][cH:5][cH:6][cH:7]1.[OH2:1]>>[CH3:11][N:12]1[CH2:18][CH2:17][CH:15]([CH2:14][CH2:13]1)[C:9](=[O:1])[c:8]1[cH:7][cH:6][cH:5][cH:4][c:3]1[F:2],[O:1].Cl-[C:2].N#[C:3]>>[C:2]-[C:3]=[O:1]
CCO[C:1](OCC)(OCC)[CH3:2].[OH:12][CH2:13][C:14]([CH2:15][OH:16])([CH2:17][OH:18])[CH2:19][OH:20]>>[CH3:2][C:1]12[O:18][CH2:17][C:14]([CH2:13][OH:12])([CH2:19][O:20]1)[CH2:15][O:16]2,[O:1].[O:2].[O:3].C-C-O-[C:4](-O-C-C)-O-C-C>>[O:1]-[C:4](-[O:2])-[O:3]
I[CH3:1].[CH3:3][CH:4]1[N:5]=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[F:13])[c:14]2[cH:15][c:16]([C:23]([CH3:24])=[O:25])[cH:17][cH:18][c:19]2[NH:20][C:21]1=[O:22]>>[CH3:3][CH:4]1[N:5]=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[F:13])[c:14]2[cH:15][c:16]([cH:17][cH:18][c:19]2[N:20]([CH3:1])[C:21]1=[O:22])[C:23]([CH3:24])=[O:25],[N:1].I-[C:2]>>[C:2]-[N:1]
Cl[P:5](Cl)([S:4][CH2:3][CH2:2][CH3:1])=[O:8].[CH3:21][CH2:22][NH2:23].[OH:9][CH:10]1[CH2:11][C:12]([F:13])([F:14])[C:15]([F:16])([F:17])[C:18]1([F:19])[F:20]>>[CH3:1][CH2:2][CH2:3][S:4][P:5](=[O:8])([NH:23][CH2:22][CH3:21])[O:9][CH:10]1[CH2:11][C:12]([F:13])([F:14])[C:15]([F:16])([F:17])[C:18]1([F:19])[F:20],[O:1].[N:2].Cl-[P:3]-Cl>>[N:2]-[P:3]-[O:1]
F[c:7]1[cH:8][cH:9][c:10]([Br:11])[cH:12][c:13]1[C:14]([F:15])([F:16])[F:17].N#[C:4][K].[OH2:1].[OH2:2]>>[OH:2][C:4](=[O:1])[c:7]1[cH:8][cH:9][c:10]([Br:11])[cH:12][c:13]1[C:14]([F:15])([F:16])[F:17],[O:1].[O:2].F-[c:3].N#[C:4]-[K]>>[O:1]=[C:4](-[O:2])-[c:3]
Cl[C:20](Cl)(Cl)[c:16]1[nH:15][c:14]2[cH:13][cH:12][c:11]([Cl:10])[cH:19][c:18]2[n:17]1.[NH2:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[OH2:1]>>[Cl:10][c:11]1[cH:12][cH:13][c:14]2[nH:15][c:16]([n:17][c:18]2[cH:19]1)[C:20](=[O:1])[NH:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1,[N:1].[O:2].Cl-[C:3](-Cl)-Cl>>[N:1]-[C:3]=[O:2]
C[S+](C)(=O)[CH3:16].O=[CH:8][c:7]1[cH:6][c:5]2[nH:4][n:3][c:2]([I:1])[c:12]2[cH:11][cH:10]1.[CH3:18][O:19][c:20]1[cH:21][cH:22][c:23]2[c:29]([cH:30]1)[CH2:28][C:26](=[O:27])[N:24]2[CH3:25]>>[CH3:18][O:19][c:20]1[cH:21][cH:22][c:23]2[N:24]([CH3:25])[C:26](=[O:27])[C:28]3([CH2:16][CH:8]3[c:7]3[cH:10][cH:11][c:12]4[c:2]([I:1])[n:3][nH:4][c:5]4[cH:6]3)[c:29]2[cH:30]1,O=[C:1].O=C-[C:2].C-[S+](-C)(=O)-[C:3]>>[C:1]1-[C:2]-[C:3]-1
Cl[P:2](Cl)(Cl)=[O:5].[NH3:6].[NH3:7].[O:8]=[C:9]([NH:10][CH:11]1[CH2:12][CH2:13][CH2:14][NH:15][C:16]1=[O:17])[O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1>>[NH2:6][P:2]([NH2:7])(=[O:5])[N:15]1[CH2:14][CH2:13][CH2:12][CH:11]([NH:10][C:9](=[O:8])[O:18][CH2:19][c:20]2[cH:25][cH:24][cH:23][cH:22][cH:21]2)[C:16]1=[O:17],[N:1].[N:2].[N:3].Cl-[P:4](-Cl)-Cl>>[N:1]-[P:4](-[N:2])-[N:3]
CC(O[CH2:5][c:6]1[cH:7][cH:8][c:9]([N+:12]([O-:13])=[O:14])[cH:10][cH:11]1)=[S:3]>>[O-:13][N+:12](=[O:14])[c:9]1[cH:10][cH:11][c:6]([CH2:5][SH:3])[cH:7][cH:8]1,C-C(=[S:1])-O-[C:2]>>[C:2]-[S:1]
Cl[S:2](Cl)=[O:4].[O-][I+3]([O-])([O-])[O-:9].[OH:10][CH:11]([CH2:12][CH2:13][CH:14]([OH:15])[CH2:16][O:17][CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[CH2:25][O:26][CH2:27][c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1>>[O:4]=[S:2]1(=[O:9])[O:10][CH:11]([CH2:25][O:26][CH2:27][c:28]2[cH:33][cH:32][cH:31][cH:30][cH:29]2)[CH2:12][CH2:13][CH:14]([CH2:16][O:17][CH2:18][c:19]2[cH:24][cH:23][cH:22][cH:21][cH:20]2)[O:15]1,[O:1].[O:2].Cl-[S:3]-Cl.[O-]-[I+3](-[O-])(-[O-])-[O:4]>>[O:1]-[S:3](-[O:2])=[O:4]
O=[N+:1]([O-])[c:4]1[c:5]([CH2:6][NH:7][CH:8]2[CH2:9][CH2:10][N:11]([C:14](=[O:15])[O:16][C:17]([CH3:18])([CH3:19])[CH3:20])[CH2:12][CH2:13]2)[cH:21][cH:22][cH:23][cH:24]1.c1cn([C:25](n2ccnc2)=[O:26])cn1>>[CH3:18][C:17]([CH3:19])([CH3:20])[O:16][C:14](=[O:15])[N:11]1[CH2:10][CH2:9][CH:8]([CH2:13][CH2:12]1)[N:7]1[CH2:6][c:5]2[cH:21][cH:22][cH:23][cH:24][c:4]2[NH:1][C:25]1=[O:26],[N:1].O=[N:2]-[O-].[C:3](-n1:c:c:n:c:1)-n1:c:c:n:c:1>>[N:1]-[C:3]-[N:2]
CCO[C:38]([C:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])([CH2:7][CH2:8][CH2:9][CH2:10][O:11][c:12]1[cH:13][cH:14][c:15]([C:18](=[O:19])[O:20][CH3:21])[cH:16][cH:17]1)[CH2:22][c:23]1[c:24](Br)[c:26]([O:27][CH3:28])[c:29]([O:30][CH3:31])[c:32]([O:33][CH3:34])[c:35]1[O:36][CH3:37])=[O:39]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]1([CH2:7][CH2:8][CH2:9][CH2:10][O:11][c:12]2[cH:17][cH:16][c:15]([cH:14][cH:13]2)[C:18](=[O:19])[O:20][CH3:21])[CH2:22][c:23]2[c:24]([C:38]1=[O:39])[c:26]([O:27][CH3:28])[c:29]([O:30][CH3:31])[c:32]([O:33][CH3:34])[c:35]2[O:36][CH3:37],Br-[c:1].C-C-O-[C:2]=O>>[C:2]-[c:1]
Br[c:14]1[n:13][c:12]([C:10]([O:9][CH2:8][CH3:7])=[O:11])[c:18]([NH2:19])[cH:17][cH:16]1.OB(O)[CH:4]1[CH2:5][CH2:6]1>>[CH3:7][CH2:8][O:9][C:10](=[O:11])[c:12]1[n:13][c:14]([cH:16][cH:17][c:18]1[NH2:19])[CH:4]1[CH2:5][CH2:6]1,Br-[c:1].O-B(-O)-[C:2]>>[C:2]-[c:1]
