index,Reaction,Ground turth,LocalMapper,RXNMapper,GraphMapper,LocalMapper_Conf,RXNMapper_Conf,GraphMapper_Conf,Source
1182,COc1cc(OS(=O)(=O)C(F)(F)F)ccc1-c1ccc(N(C)C2CC(C)(C)NC(C)(C)C2)nn1.OB(O)c1cn[nH]c1>>COc1cc(-c2cn[nH]c2)ccc1-c1ccc(N(C)C2CC(C)(C)NC(C)(C)C2)nn1,[CH3:9][O:10][c:11]1[cH:12][c:13]([O:14][S:15](=[O:16])(=[O:17])[C:18]([F:19])([F:20])[F:21])[cH:22][cH:23][c:24]1-[c:25]1[n:26][n:27][c:28]([N:31]([CH3:32])[CH:33]2[CH2:34][C:35]([CH3:36])([CH3:37])[NH:38][C:39]([CH3:40])([CH3:41])[CH2:42]2)[cH:29][cH:30]1.[OH:1][B:2]([OH:3])[c:4]1[cH:5][nH:6][n:7][cH:8]1>>[c:4]1(-[c:13]2[cH:12][c:11]([O:10][CH3:9])[c:24](-[c:25]3[n:26][n:27][c:28]([N:31]([CH3:32])[CH:33]4[CH2:34][C:35]([CH3:36])([CH3:37])[NH:38][C:39]([CH3:40])([CH3:41])[CH2:42]4)[cH:29][cH:30]3)[cH:23][cH:22]2)[cH:5][nH:6][n:7][cH:8]1,[CH3:9][O:10][c:11]1[cH:12][c:13](OS(=O)(=O)C(F)(F)F)[cH:22][cH:23][c:24]1-[c:25]1[n:26][n:27][c:28]([N:31]([CH3:32])[CH:33]2[CH2:34][C:35]([CH3:36])([CH3:37])[NH:38][C:39]([CH3:40])([CH3:41])[CH2:42]2)[cH:29][cH:30]1.OB(O)[c:4]1[cH:5][nH:6][n:7][cH:8]1>>[c:4]1(-[c:13]2[cH:12][c:11]([O:10][CH3:9])[c:24](-[c:25]3[n:26][n:27][c:28]([N:31]([CH3:32])[CH:33]4[CH2:34][C:35]([CH3:36])([CH3:37])[NH:38][C:39]([CH3:40])([CH3:41])[CH2:42]4)[cH:29][cH:30]3)[cH:23][cH:22]2)[cH:5][nH:6][n:7][cH:8]1,O=S(=O)(O[c:5]1[cH:4][c:3]([O:2][CH3:1])[c:13](-[c:14]2[cH:15][cH:16][c:17]([N:18]([CH3:19])[CH:20]3[CH2:21][C:22]([CH3:23])([CH3:24])[NH:25][C:26]([CH3:27])([CH3:28])[CH2:29]3)[n:30][n:31]2)[cH:12][cH:11]1)C(F)(F)F.OB(O)[c:6]1[cH:7][n:8][nH:9][cH:10]1>>[CH3:1][O:2][c:3]1[cH:4][c:5](-[c:6]2[cH:7][n:8][nH:9][cH:10]2)[cH:11][cH:12][c:13]1-[c:14]1[cH:15][cH:16][c:17]([N:18]([CH3:19])[CH:20]2[CH2:21][C:22]([CH3:23])([CH3:24])[NH:25][C:26]([CH3:27])([CH3:28])[CH2:29]2)[n:30][n:31]1,[CH3:26][C:25]1([CH3:27])[CH2:24][CH:23]([CH2:32][C:29]([CH3:30])([CH3:31])[NH:28]1)[N:21]([c:20]2[n:33][n:34][c:17]([cH:18][cH:19]2)-[c:16]3[c:3]([cH:4][c:5]([cH:14][cH:15]3)[O:6][S:7](=[O:8])(=[O:9])[C:10]([F:11])([F:12])[F:13])[O:2][CH3:1])[CH3:22].[OH:35][B:36]([OH:37])[c:38]1[cH:42][nH:41][n:40][cH:39]1>>[CH3:26][C:25]1([CH3:27])[CH2:24][CH:23]([CH2:32][C:29]([CH3:30])([CH3:31])[NH:28]1)[N:21]([c:20]2[n:33][n:34][c:17]([cH:18][cH:19]2)-[c:16]3[c:3]([O:2][CH3:1])[cH:4][c:5]([cH:14][cH:15]3)-[c:38]4[cH:42][nH:41][n:40][cH:39]4)[CH3:22],True,0.503735131772102,0,golden
1183,CC(C)(C)[Si](C)(C)OCC1OC2(CCCC2)OC1C=O.C[Mg]Br>>CC(O)C1OC2(CCCC2)OC1CO[Si](C)(C)C(C)(C)C,[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][CH2:9][CH:10]1[O:11][C:12]2([CH2:13][CH2:14][CH2:15][CH2:16]2)[O:17][CH:18]1[CH:19]=[O:20].[CH3:21][Mg:22][Br:23]>>[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][CH2:9][CH:10]1[O:11][C:12]2([CH2:13][CH2:14][CH2:15][CH2:16]2)[O:17][CH:18]1[CH:19]([OH:20])[CH3:21],[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][CH2:9][CH:10]1[O:11][C:12]2([CH2:13][CH2:14][CH2:15][CH2:16]2)[O:17][CH:18]1[CH:19]=[O:20].[CH3:21][Mg]Br>>[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][CH2:9][CH:10]1[O:11][C:12]2([CH2:13][CH2:14][CH2:15][CH2:16]2)[O:17][CH:18]1[CH:19]([OH:20])[CH3:21],[CH:2](=[O:3])[CH:4]1[O:5][C:6]2([CH2:7][CH2:8][CH2:9][CH2:10]2)[O:11][CH:12]1[CH2:13][O:14][Si:15]([CH3:16])([CH3:17])[C:18]([CH3:19])([CH3:20])[CH3:21].Br[Mg][CH3:1]>>[CH3:1][CH:2]([OH:3])[CH:4]1[O:5][C:6]2([CH2:7][CH2:8][CH2:9][CH2:10]2)[O:11][CH:12]1[CH2:13][O:14][Si:15]([CH3:16])([CH3:17])[C:18]([CH3:19])([CH3:20])[CH3:21],[Br:23][Mg:22][CH3:21].[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][CH2:9][CH:10]1[O:11][C:12]2([CH2:16][CH2:15][CH2:14][CH2:13]2)[O:17][CH:18]1[CH:19]=[O:20]>>[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][CH2:9][CH:10]1[O:11][C:12]2([CH2:16][CH2:15][CH2:14][CH2:13]2)[O:17][CH:18]1[CH:19]([CH3:21])[OH:20],True,0.3220743540998844,0,golden
1184,COc1ccc(COCC=C(C)C2OC3(CCCC3)OC2CO[Si](C)(C)C(C)(C)C)cc1.[F-]>>COc1ccc(COCC=C(C)C2OC3(CCCC3)OC2CO)cc1,[CH3:2][O:3][c:4]1[cH:5][cH:6][c:7]([CH2:8][O:9][CH2:10][CH:11]=[C:12]([CH3:13])[CH:14]2[O:15][C:16]3([CH2:17][CH2:18][CH2:19][CH2:20]3)[O:21][CH:22]2[CH2:23][O:24][Si:25]([CH3:26])([CH3:27])[C:28]([CH3:29])([CH3:30])[CH3:31])[cH:32][cH:33]1.[F-:1]>>[CH3:2][O:3][c:4]1[cH:5][cH:6][c:7]([CH2:8][O:9][CH2:10][CH:11]=[C:12]([CH3:13])[CH:14]2[O:15][C:16]3([CH2:17][CH2:18][CH2:19][CH2:20]3)[O:21][CH:22]2[CH2:23][OH:24])[cH:32][cH:33]1,[CH3:2][O:3][c:4]1[cH:5][cH:6][c:7]([CH2:8][O:9][CH2:10][CH:11]=[C:12]([CH3:13])[CH:14]2[O:15][C:16]3([CH2:17][CH2:18][CH2:19][CH2:20]3)[O:21][CH:22]2[CH2:23][O:24][Si](C)(C)C(C)(C)C)[cH:32][cH:33]1.[F-]>>[CH3:2][O:3][c:4]1[cH:5][cH:6][c:7]([CH2:8][O:9][CH2:10][CH:11]=[C:12]([CH3:13])[CH:14]2[O:15][C:16]3([CH2:17][CH2:18][CH2:19][CH2:20]3)[O:21][CH:22]2[CH2:23][OH:24])[cH:32][cH:33]1,CC(C)(C)[Si](C)(C)[O:23][CH2:22][CH:21]1[CH:13]([C:11](=[CH:10][CH2:9][O:8][CH2:7][c:6]2[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:25][cH:24]2)[CH3:12])[O:14][C:15]2([CH2:16][CH2:17][CH2:18][CH2:19]2)[O:20]1.[F-]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][O:8][CH2:9][CH:10]=[C:11]([CH3:12])[CH:13]2[O:14][C:15]3([CH2:16][CH2:17][CH2:18][CH2:19]3)[O:20][CH:21]2[CH2:22][OH:23])[cH:24][cH:25]1,[CH3:28][C:27]([CH3:29])([CH3:30])[Si:24]([CH3:25])([CH3:26])[O:23][CH2:22][CH:21]1[CH:13]([C:11](=[CH:10][CH2:9][O:8][CH2:7][c:6]2[cH:31][cH:32][c:3]([cH:4][cH:5]2)[O:2][CH3:1])[CH3:12])[O:14][C:15]3([CH2:16][CH2:17][CH2:18][CH2:19]3)[O:20]1.[F-:33]>>[cH:4]1[cH:5][c:6]([cH:31][cH:32][c:3]1[O:2][CH3:1])[CH2:7][O:8][CH2:9][CH:10]=[C:11]([CH3:12])[CH:13]2[CH:21]([O:20][C:15]3([CH2:16][CH2:17][CH2:18][CH2:19]3)[O:14]2)[CH2:22][OH:23],True,0.9586051563443062,0,golden
1185,C=CCN1CCC23c4ccccc4NC(=O)C2CC(=O)C13.C=C[Mg]Cl>>C=CCN1CCC23c4ccccc4NC(=O)C2CC(O)(C=C)C13,[CH2:5]=[CH:6][CH2:7][N:8]1[CH2:9][CH2:10][C:11]23[CH:12]([CH2:13][C:14](=[O:15])[CH:16]12)[C:17](=[O:18])[NH:19][c:20]1[c:21]3[cH:22][cH:23][cH:24][cH:25]1.[Cl:1][Mg:2][CH:3]=[CH2:4]>>[CH:3](=[CH2:4])[C:14]1([OH:15])[CH2:13][CH:12]2[C:11]3([CH2:10][CH2:9][N:8]([CH2:7][CH:6]=[CH2:5])[CH:16]31)[c:21]1[c:20]([cH:25][cH:24][cH:23][cH:22]1)[NH:19][C:17]2=[O:18],[CH2:5]=[CH:6][CH2:7][N:8]1[CH2:9][CH2:10][C:11]23[CH:12]([CH2:13][C:14](=[O:15])[CH:16]12)[C:17](=[O:18])[NH:19][c:20]1[c:21]3[cH:22][cH:23][cH:24][cH:25]1.Cl[Mg][CH:3]=[CH2:4]>>[CH:3](=[CH2:4])[C:14]1([OH:15])[CH2:13][CH:12]2[C:11]3([CH2:10][CH2:9][N:8]([CH2:7][CH:6]=[CH2:5])[CH:16]13)[c:21]1[c:20]([cH:25][cH:24][cH:23][cH:22]1)[NH:19][C:17]2=[O:18],[CH2:1]=[CH:2][CH2:3][N:4]1[CH2:5][CH2:6][C:7]23[c:8]4[cH:9][cH:10][cH:11][cH:12][c:13]4[NH:14][C:15](=[O:16])[CH:17]2[CH2:18][C:19](=[O:20])[CH:23]13.Cl[Mg][CH:21]=[CH2:22]>>[CH2:1]=[CH:2][CH2:3][N:4]1[CH2:5][CH2:6][C:7]23[c:8]4[cH:9][cH:10][cH:11][cH:12][c:13]4[NH:14][C:15](=[O:16])[CH:17]2[CH2:18][C:19]([OH:20])([CH:21]=[CH2:22])[CH:23]13,[CH:23](=[CH2:22])[Mg:24][Cl:25].[cH:20]1[cH:19][cH:18][cH:17][c:16]2[NH:15][C:13]([CH:8]3[CH2:9][C:10]([CH:12]4[N:4]([CH2:5][CH2:6][C:7]34[c:21]12)[CH2:3][CH:2]=[CH2:1])=[O:11])=[O:14]>>[CH2:22]=[CH:23][C:10]1([CH2:9][CH:8]2[C:13](=[O:14])[NH:15][c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]3[C:7]24[CH2:6][CH2:5][N:4]([CH2:3][CH:2]=[CH2:1])[CH:12]14)[OH:11],False,0.9644758536757498,0,golden
1186,C#CC[Mg]Br.C=C(C)C1CC(=O)C(C)=C(CO[Si](C(C)C)(C(C)C)C(C)C)C1>>C#CCC1(O)CC(C(=C)C)CC(CO[Si](C(C)C)(C(C)C)C(C)C)=C1C,[Br:1][Mg:2][CH2:3][C:4]#[CH:5].[CH3:6][CH:7]([CH3:8])[Si:9]([O:10][CH2:11][C:12]1=[C:13]([CH3:14])[C:15](=[O:16])[CH2:17][CH:18]([C:20]([CH3:21])=[CH2:22])[CH2:19]1)([CH:23]([CH3:24])[CH3:25])[CH:26]([CH3:27])[CH3:28]>>[CH2:3]([C:4]#[CH:5])[C:15]1([OH:16])[C:13]([CH3:14])=[C:12]([CH2:11][O:10][Si:9]([CH:7]([CH3:6])[CH3:8])([CH:23]([CH3:24])[CH3:25])[CH:26]([CH3:27])[CH3:28])[CH2:19][CH:18]([C:20]([CH3:21])=[CH2:22])[CH2:17]1,Br[Mg][CH2:3][C:4]#[CH:5].[CH3:6][CH:7]([CH3:8])[Si:9]([O:10][CH2:11][C:12]1=[C:13]([CH3:14])[C:15](=[O:16])[CH2:17][CH:18]([C:20]([CH3:21])=[CH2:22])[CH2:19]1)([CH:23]([CH3:24])[CH3:25])[CH:26]([CH3:27])[CH3:28]>>[CH2:3]([C:4]#[CH:5])[C:15]1([OH:16])[C:13]([CH3:14])=[C:12]([CH2:11][O:10][Si:9]([CH:7]([CH3:6])[CH3:8])([CH:23]([CH3:24])[CH3:25])[CH:26]([CH3:27])[CH3:28])[CH2:19][CH:18]([C:20]([CH3:21])=[CH2:22])[CH2:17]1,Br[Mg][CH2:3][C:2]#[CH:1].[C:4]1(=[O:5])[CH2:6][CH:7]([C:8](=[CH2:9])[CH3:10])[CH2:11][C:12]([CH2:13][O:14][Si:15]([CH:16]([CH3:17])[CH3:18])([CH:19]([CH3:20])[CH3:21])[CH:22]([CH3:23])[CH3:24])=[C:25]1[CH3:26]>>[CH:1]#[C:2][CH2:3][C:4]1([OH:5])[CH2:6][CH:7]([C:8](=[CH2:9])[CH3:10])[CH2:11][C:12]([CH2:13][O:14][Si:15]([CH:16]([CH3:17])[CH3:18])([CH:19]([CH3:20])[CH3:21])[CH:22]([CH3:23])[CH3:24])=[C:25]1[CH3:26],[Br:5][Mg:4][CH2:3][C:2]#[CH:1].[CH3:6][CH:7]([CH3:8])[Si:9]([CH:26]([CH3:27])[CH3:28])([CH:23]([CH3:24])[CH3:25])[O:10][CH2:11][C:12]1=[C:13]([CH3:14])[C:15](=[O:16])[CH2:17][CH:18]([C:19](=[CH2:21])[CH3:20])[CH2:22]1>>[CH3:6][CH:7]([CH3:8])[Si:9]([CH:26]([CH3:27])[CH3:28])([CH:23]([CH3:24])[CH3:25])[O:10][CH2:11][C:12]1=[C:13]([CH3:14])[C:15]([CH2:3][C:2]#[CH:1])([OH:16])[CH2:17][CH:18]([C:19](=[CH2:21])[CH3:20])[CH2:22]1,False,0.1097890386336902,0,golden
1187,CC(C)(C)S(=O)N=Cc1cccc2[nH]cc(CCO)c12.CC(C)=C[Mg]Br>>CC(C)=CC(NS(=O)C(C)(C)C)c1cccc2[nH]cc(CCO)c12,[CH3:1][C:2]([CH3:3])([CH3:4])[S:5](=[O:6])[N:7]=[CH:8][c:9]1[cH:10][cH:11][cH:12][c:13]2[c:14]1[c:15]([CH2:16][CH2:17][OH:18])[cH:19][nH:20]2.[CH3:21][C:22]([CH3:23])=[CH:24][Mg:25][Br:26]>>[CH3:1][C:2]([CH3:3])([CH3:4])[S:5](=[O:6])[NH:7][CH:8]([c:9]1[cH:10][cH:11][cH:12][c:13]2[c:14]1[c:15]([CH2:16][CH2:17][OH:18])[cH:19][nH:20]2)[CH:24]=[C:22]([CH3:21])[CH3:23],[CH3:1][C:2]([CH3:3])([CH3:4])[S:5](=[O:6])[N:7]=[CH:8][c:9]1[cH:10][cH:11][cH:12][c:13]2[c:14]1[c:15]([CH2:16][CH2:17][OH:18])[cH:19][nH:20]2.[CH3:21][C:22]([CH3:23])=[CH:24][Mg]Br>>[CH3:1][C:2]([CH3:3])([CH3:4])[S:5](=[O:6])[NH:7][CH:8]([c:9]1[cH:10][cH:11][cH:12][c:13]2[c:14]1[c:15]([CH2:16][CH2:17][OH:18])[cH:19][nH:20]2)[CH:24]=[C:22]([CH3:21])[CH3:23],[CH:5](=[N:6][S:7](=[O:8])[C:9]([CH3:10])([CH3:11])[CH3:12])[c:13]1[cH:14][cH:15][cH:16][c:17]2[nH:18][cH:19][c:20]([CH2:21][CH2:22][OH:23])[c:24]12.Br[Mg][CH:4]=[C:2]([CH3:1])[CH3:3]>>[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]([NH:6][S:7](=[O:8])[C:9]([CH3:10])([CH3:11])[CH3:12])[c:13]1[cH:14][cH:15][cH:16][c:17]2[nH:18][cH:19][c:20]([CH2:21][CH2:22][OH:23])[c:24]12,[CH3:1][C:2]([CH3:3])([CH3:4])[S:5]([N:7]=[CH:8][c:9]1[cH:10][cH:11][cH:12][c:13]2[c:20]1[c:16]([CH2:17][CH2:18][OH:19])[cH:15][nH:14]2)=[O:6].[CH3:21][C:22]([CH3:23])=[CH:24][Mg:25][Br:26]>>[CH3:1][C:2]([CH3:3])([CH3:4])[S:5](=[O:6])[NH:7][CH:8]([c:9]1[cH:10][cH:11][cH:12][c:13]2[nH:14][cH:15][c:16]([c:20]12)[CH2:17][CH2:18][OH:19])[CH:24]=[C:22]([CH3:21])[CH3:23],False,0.471852237167741,0,golden
1188,CC(C)=C[Mg]Br.Cc1ccc(S(=O)(=O)OCCc2cn(S(=O)(=O)c3ccc(C)cc3)c3cccc(C=NS(=O)C(C)(C)C)c23)cc1>>CC(C)=CC(NS(=O)C(C)(C)C)c1cccc2c1c(CCOS(=O)(=O)c1ccc(C)cc1)cn2S(=O)(=O)c1ccc(C)cc1,[CH3:1][C:2]([CH3:3])=[CH:4][Mg:5][Br:6].[CH3:7][c:8]1[cH:9][cH:10][c:11]([S:14](=[O:15])(=[O:16])[O:17][CH2:18][CH2:19][c:20]2[cH:21][n:22]([S:37](=[O:38])(=[O:39])[c:40]3[cH:41][cH:42][c:43]([CH3:44])[cH:45][cH:46]3)[c:23]3[c:24]2[c:25]([CH:26]=[N:27][S:28](=[O:29])[C:30]([CH3:31])([CH3:32])[CH3:33])[cH:34][cH:35][cH:36]3)[cH:12][cH:13]1>>[CH3:1][C:2]([CH3:3])=[CH:4][CH:26]([c:25]1[c:24]2[c:20]([CH2:19][CH2:18][O:17][S:14]([c:11]3[cH:10][cH:9][c:8]([CH3:7])[cH:13][cH:12]3)(=[O:15])=[O:16])[cH:21][n:22]([S:37](=[O:38])(=[O:39])[c:40]3[cH:41][cH:42][c:43]([CH3:44])[cH:45][cH:46]3)[c:23]2[cH:36][cH:35][cH:34]1)[NH:27][S:28](=[O:29])[C:30]([CH3:31])([CH3:32])[CH3:33],[CH3:1][C:2]([CH3:3])=[CH:4][Mg]Br.[CH3:7][c:8]1[cH:9][cH:10][c:11]([S:14](=[O:15])(=[O:16])[O:17][CH2:18][CH2:19][c:20]2[cH:21][n:22]([S:37](=[O:38])(=[O:39])[c:40]3[cH:41][cH:42][c:43]([CH3:44])[cH:45][cH:46]3)[c:23]3[c:24]2[c:25]([CH:26]=[N:27][S:28](=[O:29])[C:30]([CH3:31])([CH3:32])[CH3:33])[cH:34][cH:35][cH:36]3)[cH:12][cH:13]1>>[CH3:1][C:2]([CH3:3])=[CH:4][CH:26]([c:25]1[c:24]2[c:20]([CH2:19][CH2:18][O:17][S:14]([c:11]3[cH:10][cH:9][c:8]([CH3:7])[cH:13][cH:12]3)(=[O:15])=[O:16])[cH:21][n:22]([S:37](=[O:38])(=[O:39])[c:40]3[cH:41][cH:42][c:43]([CH3:44])[cH:45][cH:46]3)[c:23]2[cH:36][cH:35][cH:34]1)[NH:27][S:28](=[O:29])[C:30]([CH3:31])([CH3:32])[CH3:33],Br[Mg][CH:4]=[C:2]([CH3:1])[CH3:3].[CH:5](=[N:6][S:7](=[O:8])[C:9]([CH3:10])([CH3:11])[CH3:12])[c:13]1[cH:14][cH:15][cH:16][c:17]2[c:18]1[c:19]([CH2:20][CH2:21][O:22][S:23](=[O:24])(=[O:25])[c:26]1[cH:27][cH:28][c:29]([CH3:30])[cH:31][cH:32]1)[cH:33][n:34]2[S:35](=[O:36])(=[O:37])[c:38]1[cH:39][cH:40][c:41]([CH3:42])[cH:43][cH:44]1>>[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]([NH:6][S:7](=[O:8])[C:9]([CH3:10])([CH3:11])[CH3:12])[c:13]1[cH:14][cH:15][cH:16][c:17]2[c:18]1[c:19]([CH2:20][CH2:21][O:22][S:23](=[O:24])(=[O:25])[c:26]1[cH:27][cH:28][c:29]([CH3:30])[cH:31][cH:32]1)[cH:33][n:34]2[S:35](=[O:36])(=[O:37])[c:38]1[cH:39][cH:40][c:41]([CH3:42])[cH:43][cH:44]1,[CH3:1][C:2]([CH3:3])=[CH:4][Mg:5][Br:6].[CH3:41][C:40]([CH3:42])([CH3:43])[S:38]([N:37]=[CH:36][c:35]1[cH:34][cH:33][cH:32][c:31]2[n:20]([S:21](=[O:22])(=[O:23])[c:24]3[cH:25][cH:26][c:27]([cH:29][cH:30]3)[CH3:28])[cH:19][c:18]([CH2:17][CH2:16][O:15][S:12](=[O:13])(=[O:14])[c:11]4[cH:10][cH:9][c:8]([cH:46][cH:45]4)[CH3:7])[c:44]12)=[O:39]>>[CH3:41][C:40]([CH3:42])([CH3:43])[S:38](=[O:39])[NH:37][CH:36]([CH:4]=[C:2]([CH3:1])[CH3:3])[c:35]1[c:44]2[c:18]([cH:19][n:20]([S:21](=[O:22])(=[O:23])[c:24]3[cH:25][cH:26][c:27]([cH:29][cH:30]3)[CH3:28])[c:31]2[cH:32][cH:33][cH:34]1)[CH2:17][CH2:16][O:15][S:12](=[O:13])(=[O:14])[c:11]4[cH:10][cH:9][c:8]([cH:46][cH:45]4)[CH3:7],False,0.1464704829289944,0,golden
1189,Fc1ccc(CNc2ccccc2NC(=S)NC2CCNCC2)cc1>>Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,[F:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][NH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[NH:14][C:15](=[S:16])[NH:17][CH:18]2[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]2)[cH:24][cH:25]1>>[F:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][n:7]2[c:8]3[cH:9][cH:10][cH:11][cH:12][c:13]3[n:14][c:15]2[NH:17][CH:18]2[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]2)[cH:24][cH:25]1,[F:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][NH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[NH:14][C:15](=S)[NH:17][CH:18]2[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]2)[cH:24][cH:25]1>>[F:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][n:7]2[c:8]3[cH:9][cH:10][cH:11][cH:12][c:13]3[n:14][c:15]2[NH:17][CH:18]2[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]2)[cH:24][cH:25]1,S=[C:8]([NH:9][CH:10]1[CH2:11][CH2:12][NH:13][CH2:14][CH2:15]1)[NH:16][c:17]1[cH:18][cH:19][cH:20][cH:21][c:22]1[NH:7][CH2:6][c:5]1[cH:4][cH:3][c:2]([F:1])[cH:24][cH:23]1>>[F:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][n:7]2[c:8]([NH:9][CH:10]3[CH2:11][CH2:12][NH:13][CH2:14][CH2:15]3)[n:16][c:17]3[cH:18][cH:19][cH:20][cH:21][c:22]23)[cH:23][cH:24]1,[CH2:20]1[CH2:19][CH:18]([CH2:23][CH2:22][NH:21]1)[NH:17][C:15]([NH:14][c:13]2[cH:12][cH:11][cH:10][cH:9][c:8]2[NH:7][CH2:6][c:5]3[cH:24][cH:25][c:2]([cH:3][cH:4]3)[F:1])=[S:16]>>[cH:4]1[cH:3][c:2]([cH:25][cH:24][c:5]1[CH2:6][n:7]2[c:8]3[c:13]([n:14][c:15]2[NH:17][CH:18]4[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]4)[cH:12][cH:11][cH:10][cH:9]3)[F:1],False,0.9121279166862232,0,golden
1190,CC(C)(C)C(N)C(=O)O.COC(=O)Cl>>COC(=O)NC(C(=O)O)C(C)(C)C,[CH3:1][O:2][C:3]([Cl:4])=[O:5].[CH3:6][C:7]([CH3:8])([CH3:9])[CH:10]([NH2:11])[C:12]([OH:13])=[O:14]>>[CH3:1][O:2][C:3](=[O:5])[NH:11][CH:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[C:12]([OH:13])=[O:14],[CH3:1][O:2][C:3](Cl)=[O:5].[CH3:6][C:7]([CH3:8])([CH3:9])[CH:10]([NH2:11])[C:12]([OH:13])=[O:14]>>[CH3:1][O:2][C:3](=[O:5])[NH:11][CH:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[C:12]([OH:13])=[O:14],[NH2:5][CH:6]([C:7](=[O:8])[OH:9])[C:10]([CH3:11])([CH3:12])[CH3:13].Cl[C:3]([O:2][CH3:1])=[O:4]>>[CH3:1][O:2][C:3](=[O:4])[NH:5][CH:6]([C:7](=[O:8])[OH:9])[C:10]([CH3:11])([CH3:12])[CH3:13],[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]([NH2:6])[C:7]([OH:8])=[O:9].[O:11]([C:12]([Cl:14])=[O:13])[CH3:10]>>[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]([NH:6][C:12](=[O:13])[O:11][CH3:10])[C:7](=[O:9])[OH:8],True,0.644317126308465,0,golden
1191,Cn1c(CCCC(=O)O)nc2cc([N+](=O)[O-])ccc21>>Cn1c(CCCC(=O)O)nc2cc(N)ccc21,[CH3:1][n:2]1[c:3]([CH2:4][CH2:5][CH2:6][C:7]([OH:8])=[O:9])[n:10][c:11]2[cH:12][c:13]([N+:17]([O-:18])=[O:19])[cH:14][cH:15][c:16]12>>[CH3:1][n:2]1[c:3]([CH2:4][CH2:5][CH2:6][C:7]([OH:8])=[O:9])[n:10][c:11]2[cH:12][c:13]([NH2:17])[cH:14][cH:15][c:16]12,[CH3:1][n:2]1[c:3]([CH2:4][CH2:5][CH2:6][C:7]([OH:8])=[O:9])[n:10][c:11]2[cH:12][c:13]([N+:17]([O-])=O)[cH:14][cH:15][c:16]12>>[CH3:1][n:2]1[c:3]([CH2:4][CH2:5][CH2:6][C:7]([OH:8])=[O:9])[n:10][c:11]2[cH:12][c:13]([NH2:17])[cH:14][cH:15][c:16]12,O=[N+:14]([O-])[c:13]1[cH:12][c:11]2[n:10][c:3]([CH2:4][CH2:5][CH2:6][C:7](=[O:8])[OH:9])[n:2]([CH3:1])[c:17]2[cH:16][cH:15]1>>[CH3:1][n:2]1[c:3]([CH2:4][CH2:5][CH2:6][C:7](=[O:8])[OH:9])[n:10][c:11]2[cH:12][c:13]([NH2:14])[cH:15][cH:16][c:17]12,[c:19]12[cH:18][cH:17][c:13]([N+:14]([O-:16])=[O:15])[cH:12][c:11]1[n:10][c:3]([CH2:4][CH2:5][CH2:6][C:7](=[O:9])[OH:8])[n:2]2[CH3:1]>>[c:19]12[cH:18][cH:17][c:13]([cH:12][c:11]1[n:10][c:3]([CH2:4][CH2:5][CH2:6][C:7](=[O:9])[OH:8])[n:2]2[CH3:1])[NH2:14],True,0.996421811575106,0,golden
