reaction,mapped_reaction
O=CC1=CC=CC=C1.C=CCBr>>O[C@@H](CC=C)C1=CC=CC=C1.[H]Br,[Br:4][CH2:3][CH:2]=[CH2:1].[O:5]=[CH:6][C:7]1=[CH:8][CH:9]=[CH:10][CH:11]=[CH:12]1>>[BrH:4].[OH:5][C@@H:6]([CH2:3][CH:2]=[CH2:1])[C:7]1=[CH:12][CH:11]=[CH:10][CH:9]=[CH:8]1
O[C@@H](CC=C)C1=CC=CC=C1.ClC(N(C(C)C)C(C)C)=O>>C=CC[C@H](OC(N(C(C)C)C(C)C)=O)C1=CC=CC=C1.[H]Cl,[#8:1]-[#6@@H:2](-[#6:3]-[#6:4]=[#6:5])-[#6:6]-1=[#6:7]-[#6:8]=[#6:9]-[#6:10]=[#6:11]-1.[#6:16]-[#6:15](-[#6:17])-[#7:14](-[#6:18](-[#6:19])-[#6:20])-[#6:13]([Cl:12])=[O:21]>>[#6:20]-[#6:18](-[#6:19])-[#7:14](-[#6:15](-[#6:17])-[#6:16])-[#6:13](=[O:21])-[#8:1]-[#6@@H:2](-[#6:3]-[#6:4]=[#6:5])-[#6:6]-1=[#6:7]-[#6:8]=[#6:9]-[#6:10]=[#6:11]-1.[Cl:12]
C=CC[C@H](OC(N(C(C)C)C(C)C)=O)C1=CC=CC=C1.CC(O1)(C)C(C)(C)OB1C2=CC=CC=C2>>C=CCC(C1=CC=CC=C1)(B2OC(C)(C)C(C)(C)O2)C3=CC=CC=C3.O=C=O.CC(C)NC(C)C,[#6:9]-[#6:8](-[#6:10])-[#7:7](-[#6:11](-[#6:12])-[#6:13])-[#6:6](=[O:14])-[#8:5]-[#6@@H:4](-[#6:3]-[#6:2]=[#6:1])-[#6:15]-1=[#6:16]-[#6:17]=[#6:18]-[#6:19]=[#6:20]-1.[#6:21][C:22]1([#6:24])[#8:23]-[#5:29](-[#8:28][C:25]1([#6:26])[#6:27])-[#6:30]-1=[#6:31]-[#6:32]=[#6:33]-[#6:34]=[#6:35]-1>>[#6:21][C:22]1([#6:24])[#8:23]-[#5:29](-[#8:28][C:25]1([#6:26])[#6:27])[C:4]([#6:3]-[#6:2]=[#6:1])([#6:15]-1=[#6:16]-[#6:17]=[#6:18]-[#6:19]=[#6:20]-1)[#6:30]-1=[#6:31]-[#6:32]=[#6:33]-[#6:34]=[#6:35]-1.[O:5]=[C:6]=[O:14].[#6:9]-[#6:8](-[#6:10])-[#7:7]-[#6:11](-[#6:12])-[#6:13]
C=CCC(C1=CC=CC=C1)(B2OC(C)(C)C(C)(C)O2)C3=CC=CC=C3.[H]O[H]>>C=CCC(C1=CC=CC=C1)C2=CC=CC=C2.CC1(C)C(C)(C)OB(O)O1,[#6:14][C:13]1([#6:15])[#8:12]-[#5:11](-[#8:19][C:16]1([#6:17])[#6:18])[C:4]([#6:3]-[#6:2]=[#6:1])([#6:5]-1=[#6:6]-[#6:7]=[#6:8]-[#6:9]=[#6:10]-1)[#6:20]-1=[#6:21]-[#6:22]=[#6:23]-[#6:24]=[#6:25]-1.[#8:26]>>[#6:1]=[#6:2]-[#6:3]-[#6:4](-[#6:5]-1=[#6:6]-[#6:7]=[#6:8]-[#6:9]=[#6:10]-1)-[#6:20]-1=[#6:21]-[#6:22]=[#6:23]-[#6:24]=[#6:25]-1.[#6:15][C:13]1([#6:14])[#8:12]-[#5:11](-[#8:26])-[#8:19][C:16]1([#6:18])[#6:17]
C=CCC(C1=CC=CC=C1)C2=CC=CC=C2.C12BC(CCC2)CCC1.OO>>OCCCC(C1=CC=CC=C1)C2=CC=CC=C2.OB1C2CCCC1CCC2,[#6:1]=[#6:2]-[#6:3]-[#6:4](-[#6:5]-1=[#6:6]-[#6:7]=[#6:8]-[#6:9]=[#6:10]-1)-[#6:11]-1=[#6:12]-[#6:13]=[#6:14]-[#6:15]=[#6:16]-1.[#5:18]-1-[#6:19]-2-[#6:20]-[#6:21]-[#6:22]-[#6:17]-1-[#6:25]-[#6:24]-[#6:23]-2.[#8:26]-[#8:27]>>[#8:27]-[#6:1]-[#6:2]-[#6:3]-[#6:4](-[#6:11]-1=[#6:16]-[#6:15]=[#6:14]-[#6:13]=[#6:12]-1)-[#6:5]-1=[#6:10]-[#6:9]=[#6:8]-[#6:7]=[#6:6]-1.[#8:26]-[#5:18]-1-[#6:19]-2-[#6:20]-[#6:21]-[#6:22]-[#6:17]-1-[#6:25]-[#6:24]-[#6:23]-2
OCCCC(C1=CC=CC=C1)C2=CC=CC=C2.O=O>>OC(CCC(C1=CC=CC=C1)C2=CC=CC=C2)=O.[H]O[H],[#8:1]-[#6:2]-[#6:3]-[#6:4]-[#6:5](-[#6:6]-1=[#6:7]-[#6:8]=[#6:9]-[#6:10]=[#6:11]-1)-[#6:12]-1=[#6:13]-[#6:14]=[#6:15]-[#6:16]=[#6:17]-1.[O:18]=[O:19]>>[#8:1]-[#6:2](=[O:19])-[#6:3]-[#6:4]-[#6:5](-[#6:6]-1=[#6:7]-[#6:8]=[#6:9]-[#6:10]=[#6:11]-1)-[#6:12]-1=[#6:13]-[#6:14]=[#6:15]-[#6:16]=[#6:17]-1.[#8:18]
OC(CCC(C1=CC=CC=C1)C2=CC=CC=C2)=O>>O=C1C2=CC=CC=C2[C@H](C3=CC=CC=C3)CC1.[H]O[H],[#8:1]-[#6:2](=[O:18])-[#6:3]-[#6:4]-[#6:5](-[#6:6]-1=[#6:7]-[#6:8]=[#6:9]-[#6:10]=[#6:11]-1)-[#6:12]-1=[#6:13]-[#6:14]=[#6:15]-[#6:16]=[#6:17]-1>>[O:18]=[#6:2]-1-[#6:3]-[#6:4]-[#6@@H:5](-[#6:6]-2=[#6:11]-[#6:10]=[#6:9]-[#6:8]=[#6:7]-2)-[#6:12]-2=[#6:13]-[#6:14]=[#6:15]-[#6:16]=[#6:17]-1-2.[#8:1]
O=C1C2=CC=CC=C2[C@H](C3=CC=CC=C3)CC1.CNO>>CN[C@@H]1C2=CC=CC=C2[C@H](C3=CC=CC=C3)CC1.O.O,[CH3:1][NH:2][OH:3].[O:4]=[C:5]1[CH2:20][CH2:19][C@@H:12]([C:13]2=[CH:14][CH:15]=[CH:16][CH:17]=[CH:18]2)[C:11]2=[CH:10][CH:9]=[CH:8][CH:7]=[C:6]12>>[OH2:4].[OH2:3].[CH3:1][NH:2][C@H:5]1[CH2:20][CH2:19][C@@H:12]([C:13]2=[CH:18][CH:17]=[CH:16][CH:15]=[CH:14]2)[C:11]2=[CH:10][CH:9]=[CH:8][CH:7]=[C:6]12
O[C@@H]1COC([C@@H]1O)=O.CC(C)=O>>CC1(O[C@@H]2COC([C@@H]2O1)=O)C.O,[CH3:1][C:2](=[O:3])[CH3:1].[CH2:5]1[C@@H:6]([C@@H:7]([C:8](=[O:9])[O:10]1)[OH:11])[OH:12]>>[CH3:1][C:2]1([O:12][C@@H:6]2[CH2:5][O:10][C:8](=[O:9])[C@@H:7]2[O:11]1)[CH3:1].[OH2:3]
CC1(O[C@@H]2COC([C@@H]2O1)=O)C>>CC1(O[C@@H]2COC([C@@H]2O1)O)C,[CH3:1][C:2]1([CH3:11])[O:3][C@@H:4]2[CH2:5][O:6][C:7](=[O:10])[C@@H:8]2[O:9]1>>[CH3:11][C:2]1([CH3:1])[O:3][C@@H:4]2[CH2:5][O:6][CH:7]([OH:10])[C@@H:8]2[O:9]1
CC1(O[C@@H]2COC([C@@H]2O1)O)C.Br[Mg]C=C>>CC1(O[C@@H]([C@H]([C@H](C=C)O)O1)CO)C.Br[MgH],[Br:1][Mg:2][CH:3]=[CH2:4].[CH3:5][C:6]1([CH3:15])[O:7][C@@H:8]2[CH2:9][O:10][CH:11]([OH:14])[C@@H:12]2[O:13]1>>[MgH:2][Br:1].[CH3:15][C:6]1([CH3:5])[O:7][C@H:8]([CH2:9][OH:10])[C@@H:12]([O:13]1)[C@@H:11]([OH:14])[CH:3]=[CH2:4]
CC1(O[C@@H]([C@H]([C@H](C=C)O)O1)CO)C.CC(C)([Si](C)(Cl)C)C>>CC(C)([Si](C)(OC[C@H]1OC(C)(O[C@H]1[C@H](C=C)O)C)C)C.Cl,[CH3:1][C:2]1([CH3:13])[O:3][C@H:4]([CH2:11][OH:12])[C@@H:5]([O:10]1)[C@@H:6]([OH:9])[CH:7]=[CH2:8].[CH3:14][C:15]([CH3:16])([CH3:21])[Si:17]([CH3:18])([CH3:20])[Cl:19]>>[CH3:21][C:15]([CH3:16])([CH3:14])[Si:17]([CH3:20])([CH3:18])[O:12][CH2:11][C@H:4]1[O:3][C:2]([CH3:1])([CH3:13])[O:10][C@H:5]1[C@@H:6]([OH:9])[CH:7]=[CH2:8].[ClH:19]
COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1CO[Si](C)(C(C)(C)C)C)C)=O.O>>COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1CO)C)=O.O[Si](C)(C(C)(C)C)C,[#6:1]-[#8:2]-[#6:3](=[O:24])-[#6:4]-[#6:5]\[#6:6]=[#6:7]\[#6@@H:8]-1-[#8:9][C:10]([#6:11])([#6:23])[#8:12]-[#6@@H:13]1-[#6:14]-[#8:15][Si:16]([#6:17])([#6:22])[C:18]([#6:19])([#6:20])[#6:21].[#8:25]>>[#6:1]-[#8:2]-[#6:3](=[O:24])-[#6:4]-[#6:5]\[#6:6]=[#6:7]\[#6@@H:8]-1-[#8:9][C:10]([#6:23])([#6:11])[#8:12]-[#6@@H:13]1-[#6:14]-[#8:15].[#6:19][C:18]([#6:21])([#6:20])[Si:16]([#6:17])([#6:22])[#8:25]
COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1CO)C)=O>>COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1C=O)C)=O,[CH3:1][O:2][C:3](=[O:17])[CH2:4][CH2:5]\[CH:6]=[CH:7]\[C@@H:8]1[O:9][C:10]([CH3:11])([CH3:16])[O:12][C@@H:13]1[CH2:14][OH:15]>>[CH3:1][O:2][C:3](=[O:17])[CH2:4][CH2:5]\[CH:6]=[CH:7]\[C@@H:8]1[O:9][C:10]([CH3:16])([CH3:11])[O:12][C@@H:13]1[CH:14]=[O:15]
COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1C=O)C)=O.O>>COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1C(O)=O)C)=O,[OH2:1].[CH3:2][O:3][C:4](=[O:18])[CH2:5][CH2:6]\[CH:7]=[CH:8]\[C@@H:9]1[O:10][C:11]([CH3:12])([CH3:17])[O:13][C@@H:14]1[CH:15]=[O:16]>>[CH3:2][O:3][C:4](=[O:18])[CH2:5][CH2:6]\[CH:7]=[CH:8]\[C@@H:9]1[O:10][C:11]([CH3:17])([CH3:12])[O:13][C@@H:14]1[C:15]([OH:1])=[O:16]
COC(CC/C=C/[C@@H]1OC(C)(O[C@@H]1C(O)=O)C)=O.CON>>CONC([C@H]1OC(C)(O[C@H]1/C=C/CCC(OC)=O)C)=O.O,[CH3:1][O:2][C:3](=[O:18])[CH2:4][CH2:5]\[CH:6]=[CH:7]\[C@@H:8]1[O:9][C:10]([CH3:11])([CH3:17])[O:12][C@@H:13]1[C:14]([OH:15])=[O:16].[CH3:19][O:20][NH2:21]>>[CH3:19][O:20][NH:21][C:14](=[O:16])[C@H:13]1[O:12][C:10]([CH3:11])([CH3:17])[O:9][C@H:8]1\[CH:7]=[CH:6]\[CH2:5][CH2:4][C:3](=[O:18])[O:2][CH3:1].[OH2:15]
[H][C@]1([C@@H](CCCO)O)NC[C@H]2OC(C)(O[C@@H]12)C>>[H][C@@]12[C@@H]3OC(C)(O[C@@H]3CN1CCC[C@H]2O)C.O,[#6:13][C:12]1([#6:16])[#8:11]-[#6@H:10]-2-[#6:9]-[#7:8]-[#6@@H:1](-[#6@H:2](-[#8:7])-[#6:3]-[#6:4]-[#6:5]-[#8:6])-[#6@H:15]-2-[#8:14]1>>[#6:16][C:12]1([#6:13])[#8:11]-[#6@@H:10]-2-[#6:9]-[#7:8]-3-[#6:5]-[#6:4]-[#6:3]-[#6@@H:2](-[#8:7])-[#6@@H:1]-3-[#6@@H:15]-2-[#8:14]1.[#8:6]
[H][C@@]12[C@@H]3OC(C)(O[C@@H]3CN1CCC[C@H]2O)C.O>>[H][C@@]12[C@@H]([C@@H](CN1CCC[C@H]2O)O)O.CC(C)=O,[CH3:5][C:4]1([CH3:15])[O:6][C@@H:7]2[CH2:8][N:9]3[CH2:10][CH2:11][CH2:12][C@@H:13]([OH:14])[C@@H:1]3[C@@H:2]2[O:3]1.[OH2:16]>>[OH:6][C@@H:7]1[CH2:8][N:9]2[CH2:10][CH2:11][CH2:12][C@@H:13]([OH:14])[C@@H:1]2[C@@H:2]1[OH:3].[CH3:5][C:4]([CH3:15])=[O:16]
O=CC1C=CCC=C1>>O=CC1=CCCC=C1,[O:1]=[#6:2]-[#6:3]-1-[#6:4]=[#6:5]-[#6:6]-[#6:7]=[#6:8]-1>>[O:1]=[#6:2]-[#6:3]-1=[#6:8]-[#6:7]-[#6:6]-[#6:5]=[#6:4]-1
CC(=C)C=C.C[Si](C)(C)OC(=C)C(=O)c1ccccc1>>CC1=CCC(CC1)(O[Si](C)(C)C)C(=O)c1ccccc1,[#6:1]-[#6:2](=[#6:3])-[#6:4]=[#6:5].[#6:6][Si:7]([#6:8])([#6:9])[#8:10]-[#6:11](=[#6:12])-[#6:13](=[O:14])-[c:15]1[c:16][c:17][c:18][c:19][c:20]1>>[#6:1]-[#6:2]-1=[#6:4]-[#6:5][C:11]([#6:12]-[#6:3]-1)([#8:10][Si:7]([#6:8])([#6:6])[#6:9])[#6:13](=[O:14])-[c:15]1[c:16][c:17][c:18][c:19][c:20]1
CC1CCC(Br)CC1.[Cl-]>>CC1CCC(Cl)CC1.[Br-],[CH3:1][CH:2]1[CH2:3][CH2:4][CH:5]([Br:6])[CH2:7][CH2:8]1.[Cl-:9]>>[CH3:1][CH:2]1[CH2:8][CH2:7][CH:5]([Cl:9])[CH2:4][CH2:3]1.[Br-:6]
NCC1CC1.ON=O>>C1CC=C1.N#N.O.O,[#7:1]-[#6:2]-[#6:3]-1-[#6:4]-[#6:5]-1.[#8:6]-[#7:7]=[O:8]>>[#6:2]-1-[#6:5]-[#6:4]=[#6:3]-1.[N:1]#[N:7].[#8:8].[#8:6]
c1ccc(cc1)N=Nc1ccccc1>>Nc1ccc(cc1)-c1ccc(N)cc1,[c:1]1[c:2][c:3][c:4]([c:5][c:6]1)-[#7:7]=[#7:8]-[c:9]1[c:10][c:11][c:12][c:13][c:14]1>>[#7:8]-[c:9]1[c:10][c:11][c:12]([c:13][c:14]1)-[c:1]1[c:6][c:5][c:4](-[#7:7])[c:3][c:2]1
C1CC=CC1.ClC(=O)Cc1ccccc1>>O=C1[C@H]2CCC[C@H]2[C@H]1c1ccccc1.[Cl-],[Cl:1][C:2](=[O:3])[CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1.[CH2:11]1[CH2:12][CH:13]=[CH:14][CH2:15]1>>[Cl-:1].[O:3]=[C:2]1[C@H:13]2[CH2:12][CH2:11][CH2:15][C@H:14]2[C@H:4]1[c:5]1[cH:10][cH:9][cH:8][cH:7][cH:6]1
C=C1C=CC=CC1=C>>C1Cc2ccccc12,[#6:1]=[#6:2]-1-[#6:3]=[#6:4]-[#6:5]=[#6:6]-[#6:7]-1=[#6:8]>>[#6:1]-1-[#6:8]-[c:7]2[c:6][c:5][c:4][c:3][c:2]-12
CC=O.CCOC(=O)CCl.CC(C)(C)[O-]>>CCOC(=O)C1OC1C.CC(C)(C)O.[Cl-],[#6:1]-[#6:2]=[O:3].[#6:4]-[#6:5]-[#8:6]-[#6:7](=[O:8])-[#6:9][Cl:10].[#6:11][C:12]([#6:13])([#6:14])[#8-:15]>>[#6:4]-[#6:5]-[#8:6]-[#6:7](=[O:8])-[#6:9]-1-[#8:3]-[#6:2]-1-[#6:1].[#6:13][C:12]([#6:11])([#6:14])[#8:15].[Cl-:10]
ON=C1CCCCC1>>O=C1CCCCCN1,[#8:1]\[#7:2]=[#6:3]-1\[#6:4]-[#6:5]-[#6:6]-[#6:7]-[#6:8]-1>>[O:1]=[#6:3]-1-[#6:8]-[#6:7]-[#6:6]-[#6:5]-[#6:4]-[#7:2]-1
C1CCC=CC1.O>>OC1CCCCC1,[#6:1]-1-[#6:2]-[#6:3]-[#6:4]=[#6:5]-[#6:6]-1.[#8:7]>>[#8:7]-[#6:4]-1-[#6:3]-[#6:2]-[#6:1]-[#6:6]-[#6:5]-1
COC1=C(OC)C=CC=C1>>COC(=O)\C=C/C=C\C(=O)OC,[CH3:1][O:2][C:3]1=[C:4]([O:5][CH3:6])[CH:7]=[CH:8][CH:9]=[CH:10]1.[O:11].[O:12]>>[CH3:1][O:2][C:3](=[O:12])\[CH:10]=[CH:9]/[CH:8]=[CH:7]\[C:4](=[O:11])[O:5][CH3:6]
NNc1ccccc1.CCC(C)=O>>CC1=C(C)C2=C(N1)C=CC=C2.N.O,[CH3:1][CH2:2][C:3](=[O:4])[CH3:5].[cH:6]1[cH:7][cH:8][c:9]([cH:8][cH:7]1)[NH:12][NH2:13]>>[CH3:1][C:2]1=[C:3]([NH:12][C:9]2=[C:8]1[CH:7]=[CH:6][CH:7]=[CH:8]2)[CH3:5].[NH3:13].[OH2:4]
CN(C)C(=O)CS(C)=O.C1Oc2ccccc2O1>>CSC(C(=O)N(C)C)c1ccc2OCOc2c1.O,[CH2:1]1[O:2][c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[O:9]1.[CH3:10][N:11]([CH3:12])[C:13](=[O:14])[CH2:15][S:16]([CH3:17])=[O:18]>>[OH2:18].[CH3:17][S:16][CH:15]([C:13](=[O:14])[N:11]([CH3:12])[CH3:10])[c:6]1[cH:5][cH:4][c:3]2[O:2][CH2:1][O:9][c:8]2[cH:7]1
OC(=O)c1ccccc1.CC(C)=C>>CC(C)(C)OC(=O)c1ccccc1,[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[CH3:10][C:11]([CH3:12])=[CH2:13]>>[CH3:13][C:11]([CH3:10])([CH3:12])[O:1][C:2](=[O:3])[c:4]1[cH:9][cH:8][cH:7][cH:6][cH:5]1
CC(O)=O.[CH2-][N+]#N>>COC(C)=O.N#N,[CH3:1][C:2]([OH:3])=[O:4].[CH2-:5][N+:6]#[N:7]>>[CH3:5][O:3][C:2]([CH3:1])=[O:4].[N:7]#[N:6]
Cc1cc(C)c(c(C)c1)S(=O)(=O)c1ccccc1>>Cc1cc(C)c(c(Cc2ccccc2)c1)S(O)=O,[CH3:1][c:2]1[cH:3][c:4]([CH3:5])[c:6]([c:7]([CH3:8])[cH:9]1)[S:10](=[O:11])(=[O:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[CH3:1][c:2]1[cH:3][c:4]([CH3:5])[c:6]([c:7]([CH2:8][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[cH:9]1)[S:10]([OH:12])=[O:11]
COC(=O)C1C=CC1C(=O)OC>>COC(=O)\C=C\C=C/C(=O)OC,[#6:1]-[#8:2]-[#6:3](=[O:4])-[#6:5]-1-[#6:6]=[#6:7]-[#6:8]-1-[#6:9](=[O:10])-[#8:11]-[#6:12]>>[#6:1]-[#8:2]-[#6:3](=[O:4])\[#6:5]=[#6:6]\[#6:7]=[#6:8]/[#6:9](=[O:10])-[#8:11]-[#6:12]
CC(=O)C1CCCCC1.[H]OOC(=O)C1=CC=CC=C1>>CC(=O)OC1CCCCC1.OC(=O)C1=CC=CC=C1,[#6:1]-[#6:2](=[O:3])-[#6:4]-1-[#6:5]-[#6:6]-[#6:7]-[#6:8]-[#6:9]-1.[#8:10]-[#8:11]-[#6:12](=[O:13])-[#6:14]-1=[#6:15]-[#6:16]=[#6:17]-[#6:18]=[#6:19]-1>>[#6:1]-[#6:2](=[O:3])-[#8:10]-[#6:4]-1-[#6:5]-[#6:6]-[#6:7]-[#6:8]-[#6:9]-1.[#8:11]-[#6:12](=[O:13])-[#6:14]-1=[#6:19]-[#6:18]=[#6:17]-[#6:16]=[#6:15]-1
Oc1ccccc1.CCOC(=O)CC(=O)CC>>CCC1=CC(=O)Oc2ccccc12.CCO.O,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][C:7](=[O:8])[CH2:9][CH3:10].[OH:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>>[OH2:8].[CH3:1][CH2:2][OH:3].[CH3:10][CH2:9][C:7]1=[CH:6][C:4](=[O:5])[O:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]12
CC(=O)CCC(C)=O.[S-]>>CC1=CC=C(C)S1.O.O,[#16-:1].[#6:2]-[#6:3](=[O:4])-[#6:5]-[#6:6]-[#6:7](-[#6:8])=[O:9]>>[#8:4].[#8:9].[#6:2]-[#6:3]-1=[#6:5]-[#6:6]=[#6:7](-[#6:8])-[#16:1]-1
[H]C12CCC(C)(C=C)C([N+]#[C-])C1C1=CNc3cccc(c13)C2(C)C.CC(C)=CCB1C2CCCC1CCC2>>[H]C12CCC(C)(C=C)C([N+]#[C-])C1C1=C(Nc3cccc(c13)C2(C)C)C(C)(C)C=C.B1C2CCCC1CCC2,[CH3:5][C:4]1([CH2:3][CH2:2][CH:1]2[CH:11]([CH:8]1[N+:9]#[C-:10])[C:12]1=[CH:13][NH:14][c:15]3[cH:16][cH:17][cH:18][c:19]([c:20]13)[C:21]2([CH3:22])[CH3:23])[CH:6]=[CH2:7].[CH3:24][C:25]([CH3:26])=[CH:27][CH2:28][B:29]1[CH:30]2[CH2:31][CH2:32][CH2:33][CH:34]1[CH2:35][CH2:36][CH2:37]2>>[CH3:24][C:25]([CH3:26])([CH:27]=[CH2:28])[C:13]1=[C:12]2[CH:11]3[CH:1]([CH2:2][CH2:3][C:4]([CH3:5])([CH:6]=[CH2:7])[CH:8]3[N+:9]#[C-:10])[C:21]([CH3:22])([CH3:23])[c:19]3[cH:18][cH:17][cH:16][c:15]([NH:14]1)[c:20]23.[BH:29]1[CH:30]2[CH2:37][CH2:36][CH2:35][CH:34]1[CH2:33][CH2:32][CH2:31]2
CO\C=C\C=C.CCOC(=O)C(=O)C(=O)OCC>>CCOC(=O)C1(CC=CC(OC)O1)C(=O)OCC,[CH3:1][O:2]\[CH:3]=[CH:4]\[CH:5]=[CH2:6].[CH3:7][CH2:8][O:9][C:10](=[O:11])[C:12](=[O:13])[C:14](=[O:15])[O:16][CH2:17][CH3:18]>>[CH3:18][CH2:17][O:16][C:14](=[O:15])[C:12]1([CH2:6][CH:5]=[CH:4][CH:3]([O:2][CH3:1])[O:13]1)[C:10](=[O:11])[O:9][CH2:8][CH3:7]
CC(C)=CO[Si](C)(C)C.ON=C(CCl)c1ccccc1>>CC1(C)CC(=NOC1O[Si](C)(C)C)c1ccccc1.[Cl-],[OH:1][N:2]=[C:3]([CH2:4][Cl:5])[c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1.[CH3:12][C:13]([CH3:14])=[CH:15][O:16][Si:17]([CH3:18])([CH3:19])[CH3:20]>>[Cl-:5].[CH3:12][C:13]1([CH3:14])[CH2:4][C:3](=[N:2][O:1][CH:15]1[O:16][Si:17]([CH3:18])([CH3:20])[CH3:19])[c:6]1[cH:11][cH:10][cH:9][cH:8][cH:7]1
[H][C@@]1(C\C=C\C=O)N([C@@H](CC2=C1Nc1ccccc21)C(=O)OC)C(=O)\C=C\C>>[H][C@]12C[C@]3([H])N([C@@H](CC4=C3Nc3ccccc43)C(=O)OC)C(=O)[C@@]1([H])[C@H](C)OC=C2,[CH3:22][O:21][C:19](=[O:20])[C@@H:8]1[CH2:9][C:10]2=[C:11]([NH:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]23)[C@H:1]([CH2:2]\[CH:3]=[CH:4]\[CH:5]=[O:6])[N:7]1[C:23](=[O:24])\[CH:25]=[CH:26]\[CH3:27]>>[CH3:22][O:21][C:19](=[O:20])[C@@H:8]1[CH2:9][C:10]2=[C:11]([NH:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]23)[C@@H:1]2[CH2:2][C@@H:3]3[CH:4]=[CH:5][O:6][C@@H:26]([CH3:27])[C@@H:25]3[C:23](=[O:24])[N:7]12
CO\C=C\C(=C)O[Si](C)(C)C.O=C1OC(=O)C=C1>>[H][C@]12CC(=O)C[C@@H](OC)[C@@]1([H])C(=O)OC2=O,[O:1]=[C:2]1[O:3][C:4](=[O:5])[CH:6]=[CH:7]1.[CH3:8][O:9]\[CH:10]=[CH:11]\[C:12](=[CH2:13])[O:14][Si:15]([CH3:16])([CH3:17])[CH3:18]>>[CH3:8][O:9][C@@H:10]1[CH2:11][C:12](=[O:14])[CH2:13][C@H:7]2[C@@H:6]1[C:4](=[O:5])[O:3][C:2]2=[O:1].[C:17].[C:16].[C:18].[Si:15]
CC\C=C\C=C\[C@H](CCC(=O)NO)OCc1ccccc1>>[H][C@]12C=C[C@@H](CC)ON1C(=O)CC[C@@H]2OCC1=CC=CC=C1,[CH3:1][CH2:2]\[CH:3]=[CH:4]\[CH:5]=[CH:6]\[C@H:7]([CH2:8][CH2:9][C:10](=[O:11])[NH:12][OH:13])[O:14][CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1>>[CH3:1][CH2:2][C@H:3]1[O:13][N:12]2[C@H:6]([CH:5]=[CH:4]1)[C@@H:7]([CH2:8][CH2:9][C:10]2=[O:11])[O:14][CH2:15][C:16]1=[CH:17][CH:18]=[CH:19][CH:20]=[CH:21]1
Nc1ccccc1.C=CC=O>>c1ccc2ncccc2c1,[#7:1]-[c:2]1[c:3][c:4][c:5][c:6][c:7]1.[#6:8]=[#6:9]-[#6:10]=[O:11]>>[c:4]1[c:5][c:6][c:7]2[n:1][c:8][c:9][c:10][c:2]2[c:3]1
OC1=NC2=CC=CC=C2N=C1CC.CC(C)C=O.NCCOC.[C-]#[N+]C1CCCCC1>>CCC1=C(N(C(C(NC2CCCCC2)=O)C(C)C)CCOC)N=C3C(C=CC=C3)=N1.[H]O[H],[C-:1]#[N+:2][#6:3]-1-[#6:4]-[#6:5]-[#6:6]-[#6:7]-[#6:8]-1.[#6:21]-[#6:20]-[#6:19]-1=[#7:18]-[#6:17]-2=[#6:16]-[#6:15]=[#6:14]-[#6:13]=[#6:12]-2-[#7:11]=[#6:10]-1-[#8:9].[#6:22]-[#6:23](-[#6:24])-[#6:25]=[O:26].[#6:31]-[#8:30]-[#6:29]-[#6:28]-[#7:27]>>[#6:21]-[#6:20]-[#6:19]-1=[#6:10](-[#7:11]=[#6:12]-2-[#6:13]=[#6:14]-[#6:15]=[#6:16]-[#6:17]-2=[#7:18]-1)-[#7:27](-[#6:28]-[#6:29]-[#8:30]-[#6:31])-[#6:25](-[#6:23](-[#6:22])-[#6:24])-[#6:1](=[O:9])-[#7:2]-[#6:3]-1-[#6:4]-[#6:5]-[#6:6]-[#6:7]-[#6:8]-1.[H:32][#8:26][H:33]
