reaction,mapped_reaction
CC(C)Cn1c(nc2c(nc(nc12)-c1cnc(N)nc1)N1CCOCC1C)N1CCNCC1.O=Cn1nnc2ccccc12>>CC(C)Cn1c(nc2c(nc(nc12)-c1cnc(N)nc1)N1CCOCC1C)N1CCN(CC1)C=O,[CH3:8][CH:7]([CH3:9])[CH2:6][n:10]1[c:18]([n:17][c:16]2[c:15]([n:14][c:13]([n:12][c:11]12)-[c:32]1[cH:33][n:34][c:35]([NH2:38])[n:36][cH:37]1)[N:25]1[CH2:30][CH2:29][O:28][CH2:27][CH:26]1[CH3:31])[N:19]1[CH2:20][CH2:21][NH:22][CH2:23][CH2:24]1.[O:41]=[CH:40][n:39]1[n:49][n:48][c:47]2[cH:46][cH:45][cH:44][cH:43][c:42]12>>[CH3:8][CH:7]([CH3:9])[CH2:6][n:10]1[c:18]([n:17][c:16]2[c:15]([n:14][c:13]([n:12][c:11]12)-[c:32]1[cH:33][n:34][c:35]([NH2:38])[n:36][cH:37]1)[N:25]1[CH2:30][CH2:29][O:28][CH2:27][CH:26]1[CH3:31])[N:19]1[CH2:20][CH2:21][N:22]([CH2:23][CH2:24]1)[CH:40]=[O:41].[cH:45]1[cH:44][cH:43][c:42]2[nH:39][n:49][n:48][c:47]2[cH:46]1
CCN1CCCN(CC1)c1ncc(cn1)C(=O)OC.COc1cc(CCc2cc(N)[nH]n2)cc(OC)c1>>CCN1CCCN(CC1)c1ncc(cn1)C(=O)Nc1cc(CCc2cc(OC)cc(OC)c2)n[nH]1,[CH3:19][CH2:20][N:21]1[CH2:22][CH2:23][CH2:24][N:25]([CH2:26][CH2:27]1)[c:28]1[n:29][cH:30][c:31]([cH:32][n:33]1)[C:34](=[O:35])[O:36][CH3:37].[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][CH2:7][c:8]2[cH:9][c:10]([NH2:11])[nH:12][n:13]2)[cH:14][c:15]([O:16][CH3:17])[cH:18]1>>[CH3:19][CH2:20][N:21]1[CH2:22][CH2:23][CH2:24][N:25]([CH2:26][CH2:27]1)[c:28]1[n:33][cH:32][c:31]([cH:30][n:29]1)[C:34](=[O:35])[NH:11][c:10]1[cH:9][c:8]([CH2:7][CH2:6][c:5]2[cH:4][c:3]([O:2][CH3:1])[cH:18][c:15]([O:16][CH3:17])[cH:14]2)[n:13][nH:12]1.[CH3:37][OH:36]
COc1cc(OC)c(CCC2(CC(=O)CC(=O)O2)C2CCCC2)cc1Cl.Cc1cc(=O)[nH]c(CCl)n1>>COc1cc(OC)c(CCC2(CC(O)=C(Cc3nc(C)cc(=O)[nH]3)C(=O)O2)C2CCCC2)cc1Cl,[CH3:1][c:2]1[cH:3][c:4](=[O:5])[nH:6][c:7]([CH2:8][Cl:9])[n:10]1.[CH3:11][O:12][c:13]1[cH:14][c:15]([O:16][CH3:17])[c:18]([CH2:19][CH2:20][C:21]2([CH2:22][C:23](=[O:24])[CH2:25][C:26](=[O:27])[O:28]2)[CH:29]2[CH2:30][CH2:31][CH2:32][CH2:33]2)[cH:34][c:35]1[Cl:36]>>[CH3:11][O:12][c:13]1[cH:14][c:15]([O:16][CH3:17])[c:18]([CH2:19][CH2:20][C:21]2([CH2:22][C:23]([OH:24])=[C:25]([CH2:8][c:7]3[n:10][c:2]([CH3:1])[cH:3][c:4](=[O:5])[nH:6]3)[C:26](=[O:27])[O:28]2)[CH:29]2[CH2:33][CH2:32][CH2:31][CH2:30]2)[cH:34][c:35]1[Cl:36].[Cl:9]
O=C(CCC1=CCCCC1)C1CCCC1.COC(=O)CC(C)=O>>O=C1CC(=O)OC(CCC2=CCCCC2)(C1)C1CCCC1,[O:25]=[C:24]([CH2:23][CH2:22][C:16]1=[CH:17][CH2:18][CH2:19][CH2:20][CH2:21]1)[CH:26]1[CH2:27][CH2:28][CH2:29][CH2:30]1.[CH3:8][O:7][C:1](=[O:6])[CH2:2][C:3]([CH3:5])=[O:4]>>[O:4]=[C:3]1[CH2:2][C:1](=[O:6])[O:25][C:24]([CH2:23][CH2:22][C:16]2=[CH:17][CH2:18][CH2:19][CH2:20][CH2:21]2)([CH2:5]1)[CH:26]1[CH2:27][CH2:28][CH2:29][CH2:30]1
COCCOc1cc2ncnc(Oc3cccc(N)c3)c2cc1OC.CC(C)c1cc(NC(=O)Oc2ccccc2)no1>>COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)C)c3)c2cc1OC,[CH3:26][CH:27]([CH3:28])[c:29]1[cH:30][c:31]([NH:32][C:33](=[O:34])[O:35][c:36]2[cH:37][cH:38][cH:39][cH:40][cH:41]2)[n:42][o:43]1.[CH3:1][O:2][CH2:3][CH2:4][O:5][c:6]1[cH:7][c:8]2[n:9][cH:10][n:11][c:12]([O:13][c:14]3[cH:15][cH:16][cH:17][c:18]([NH2:19])[cH:20]3)[c:21]2[cH:22][c:23]1[O:24][CH3:25]>>[CH3:1][O:2][CH2:3][CH2:4][O:5][c:6]1[cH:7][c:8]2[n:9][cH:10][n:11][c:12]([O:13][c:14]3[cH:15][cH:16][cH:17][c:18]([NH:19][C:33](=[O:34])[NH:32][c:31]4[cH:30][c:29]([o:43][n:42]4)[CH:27]([CH3:28])[CH3:26])[cH:20]3)[c:21]2[cH:22][c:23]1[O:24][CH3:25].[OH:35][c:36]1[cH:37][cH:38][cH:39][cH:40][cH:41]1
CCCCCC1CCC(CC1)c1ccc(cc1)-c1ccc(cc1)C(O)=O.Oc1ccc(C=O)c(Cl)c1>>CCCCCC1CCC(CC1)c1ccc(cc1)-c1ccc(cc1)C(=O)Oc1ccc(C=O)c(Cl)c1,[CH3:11][CH2:12][CH2:13][CH2:14][CH2:15][CH:16]1[CH2:17][CH2:18][CH:19]([CH2:20][CH2:21]1)[c:22]1[cH:23][cH:24][c:25]([cH:26][cH:27]1)-[c:28]1[cH:29][cH:30][c:31]([cH:32][cH:33]1)[C:34]([OH:35])=[O:36].[OH:1][c:2]1[cH:3][cH:4][c:5]([CH:6]=[O:7])[c:8]([Cl:9])[cH:10]1>>[CH3:11][CH2:12][CH2:13][CH2:14][CH2:15][CH:16]1[CH2:17][CH2:18][CH:19]([CH2:20][CH2:21]1)[c:22]1[cH:23][cH:24][c:25]([cH:26][cH:27]1)-[c:28]1[cH:29][cH:30][c:31]([cH:32][cH:33]1)[C:34](=[O:36])[O:1][c:2]1[cH:3][cH:4][c:5]([CH:6]=[O:7])[c:8]([Cl:9])[cH:10]1.[OH2:35]
COC=Cc1ccc(OC2CC(N(C2)C(=O)C(C)CSC(=O)c2ccccc2)C(O)=O)cc1.CNS(=O)(=O)c1cc(c(Cl)cc1N)S(N)(=O)=O>>CC(CSC(=O)c1ccccc1)C(=O)N1CC(CC1C(O)=O)Oc1ccc(CC2Nc3cc(Cl)c(cc3S(=O)(=O)N2C)S(N)(=O)=O)cc1,[CH3:1][NH:2][S:3](=[O:4])(=[O:5])[c:6]1[cH:7][c:8]([c:9]([Cl:10])[cH:11][c:12]1[NH2:13])[S:14]([NH2:15])(=[O:16])=[O:17].[CH3:18][O:19][CH:20]=[CH:21][c:22]1[cH:23][cH:24][c:25]([O:26][CH:27]2[CH2:28][CH:29]([N:30]([CH2:31]2)[C:32](=[O:33])[CH:34]([CH3:35])[CH2:36][S:37][C:38](=[O:39])[c:40]2[cH:41][cH:42][cH:43][cH:44][cH:45]2)[C:46]([OH:47])=[O:48])[cH:49][cH:50]1>>[CH3:35][CH:34]([CH2:36][S:37][C:38](=[O:39])[c:40]1[cH:45][cH:44][cH:43][cH:42][cH:41]1)[C:32](=[O:33])[N:30]1[CH2:31][CH:27]([CH2:28][CH:29]1[C:46]([OH:47])=[O:48])[O:26][c:25]1[cH:49][cH:50][c:22]([CH2:21][CH:20]2[NH:13][c:12]3[cH:11][c:9]([Cl:10])[c:8]([cH:7][c:6]3[S:3](=[O:5])(=[O:4])[N:2]2[CH3:1])[S:14]([NH2:15])(=[O:17])=[O:16])[cH:23][cH:24]1.[C:18].[O:19]
CI.CC(C)(C)OC(=O)NCCCN.S=C=S>>CSC(=S)NCCCNC(=O)OC(C)(C)C,[S:1]=[C:2]=[S:3].[CH3:4][C:5]([CH3:6])([CH3:7])[O:8][C:9](=[O:10])[NH:11][CH2:12][CH2:13][CH2:14][NH2:15].[CH3:16][I:17]>>[CH3:16][S:3][C:2](=[S:1])[NH:15][CH2:14][CH2:13][CH2:12][NH:11][C:9](=[O:10])[O:8][C:5]([CH3:7])([CH3:6])[CH3:4].[I:17]
CC(C)c1cc(-c2cccc(C=C)c2)c2ncccc2c1.Clc1ccc(cc1)C(=[N+]=[N-])c1ccc(Cl)cc1>>CC(C)c1cc(-c2cccc(c2)C2CC2(c2ccc(Cl)cc2)c2ccc(Cl)cc2)c2ncccc2c1,[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[C:8](=[N+:9]=[N-:10])[c:11]1[cH:12][cH:13][c:14]([Cl:15])[cH:16][cH:17]1.[CH3:18][CH:19]([CH3:20])[c:21]1[cH:22][c:23](-[c:24]2[cH:25][cH:26][cH:27][c:28]([CH:29]=[CH2:30])[cH:31]2)[c:32]2[n:33][cH:34][cH:35][cH:36][c:37]2[cH:38]1>>[CH3:20][CH:19]([CH3:18])[c:21]1[cH:22][c:23](-[c:24]2[cH:25][cH:26][cH:27][c:28]([cH:31]2)[CH:29]2[CH2:30][C:8]2([c:11]2[cH:12][cH:13][c:14]([Cl:15])[cH:16][cH:17]2)[c:5]2[cH:4][cH:3][c:2]([Cl:1])[cH:7][cH:6]2)[c:32]2[n:33][cH:34][cH:35][cH:36][c:37]2[cH:38]1.[N:10].[N:9]
CC(C)O.CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(O)=O>>CC(C)OC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,[CH3:5][CH:6]([O:7][c:8]1[cH:9][cH:10][c:11]([O:12][c:13]2[cH:14][cH:15][c:16]([Cl:17])[cH:18][c:19]2[Cl:20])[cH:21][cH:22]1)[C:23]([OH:24])=[O:25].[CH3:1][CH:2]([CH3:3])[OH:4]>>[CH3:3][CH:2]([CH3:1])[O:4][C:23](=[O:25])[CH:6]([CH3:5])[O:7][c:8]1[cH:9][cH:10][c:11]([O:12][c:13]2[cH:14][cH:15][c:16]([Cl:17])[cH:18][c:19]2[Cl:20])[cH:21][cH:22]1.[OH2:24]
CCOC(CN)OCC.CCC(=Cc1ccccc1C(=O)OC)[N+]([O-])=O>>CCOC(CN1C(C(CC)[N+]([O-])=O)c2ccccc2C1=O)OCC,[CH3:24][CH2:23][O:25][CH:26]([CH2:27][NH2:28])[O:29][CH2:30][CH3:31].[CH3:13][CH2:12][C:11](=[CH:10][c:5]1[cH:6][cH:7][cH:8][cH:9][c:4]1[C:3](=[O:17])[O:2][CH3:1])[N+:14]([O-:16])=[O:15]>>[CH3:24][CH2:23][O:25][CH:26]([CH2:27][N:28]1[CH:10]([CH:11]([CH2:12][CH3:13])[N+:14]([O-:16])=[O:15])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:4]2[C:3]1=[O:17])[O:29][CH2:30][CH3:31]
CC(C)(C)OC(=O)Nc1ccc(cc1N)C(F)(F)F.CC(C)(C)OC(=O)CC(=O)c1cccc(c1)-c1ccc(nc1)C1CC1>>CC(C)(C)OC(=O)Nc1ccc(cc1NC(=O)CC(=O)c1cccc(c1)-c1ccc(nc1)C1CC1)C(F)(F)F,[CH3:20][C:21]([CH3:22])([CH3:23])[O:24][C:25](=[O:26])[CH2:27][C:28](=[O:29])[c:30]1[cH:31][cH:32][cH:33][c:34]([cH:35]1)-[c:36]1[cH:37][cH:38][c:39]([n:40][cH:41]1)[CH:42]1[CH2:43][CH2:44]1.[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][c:9]1[cH:10][cH:11][c:12]([cH:13][c:14]1[NH2:15])[C:16]([F:17])([F:18])[F:19]>>[CH3:4][C:2]([CH3:3])([CH3:1])[O:5][C:6](=[O:7])[NH:8][c:9]1[cH:10][cH:11][c:12]([cH:13][c:14]1[NH:15][C:25](=[O:26])[CH2:27][C:28](=[O:29])[c:30]1[cH:31][cH:32][cH:33][c:34]([cH:35]1)-[c:36]1[cH:37][cH:38][c:39]([n:40][cH:41]1)[CH:42]1[CH2:43][CH2:44]1)[C:16]([F:17])([F:18])[F:19].[CH3:20][C:21]([CH3:23])([CH3:22])[OH:24]
COc1ccc(cc1C)-c1nsc2ccc(cc12)-n1c(=O)cc([nH]c1=O)C(F)(F)F.CI>>COc1ccc(cc1C)-c1nsc2ccc(cc12)-n1c(=O)cc(n(C)c1=O)C(F)(F)F,[CH3:1][I:2].[CH3:3][O:4][c:5]1[cH:6][cH:7][c:8]([cH:9][c:10]1[CH3:11])-[c:12]1[n:13][s:14][c:15]2[cH:16][cH:17][c:18]([cH:19][c:20]12)-[n:21]1[c:22](=[O:23])[cH:24][c:25]([nH:26][c:27]1=[O:28])[C:29]([F:30])([F:31])[F:32]>>[CH3:3][O:4][c:5]1[cH:6][cH:7][c:8]([cH:9][c:10]1[CH3:11])-[c:12]1[n:13][s:14][c:15]2[cH:16][cH:17][c:18]([cH:19][c:20]12)-[n:21]1[c:22](=[O:23])[cH:24][c:25]([n:26]([CH3:1])[c:27]1=[O:28])[C:29]([F:30])([F:31])[F:32].[I:2]
Cc1cccc(N)c(=O)c1.COC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C>>CN1C(C(=O)Nc2cccc(C)cc2=O)=C(O)c2ccccc2S1(=O)=O,[CH3:11][O:12][C:13](=[O:14])[C:15]1=[C:16]([OH:17])[c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2[S:24](=[O:25])(=[O:26])[N:27]1[CH3:28].[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH2:7])[c:8](=[O:9])[cH:10]1>>[CH3:28][N:27]1[C:15]([C:13](=[O:14])[NH:7][c:6]2[cH:5][cH:4][cH:3][c:2]([CH3:1])[cH:10][c:8]2=[O:9])=[C:16]([OH:17])[c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2[S:24]1(=[O:26])=[O:25].[CH3:11][OH:12]
OC(=O)C1CCN(CC1)c1ccc(F)cc1.ClS(Cl)=O>>Fc1ccc(cc1)N1CCC(CC1)C(Cl)=O,[Cl:1][S:2]([Cl:3])=[O:4].[OH:5][C:6](=[O:7])[CH:8]1[CH2:9][CH2:10][N:11]([CH2:12][CH2:13]1)[c:14]1[cH:15][cH:16][c:17]([F:18])[cH:19][cH:20]1>>[F:18][c:17]1[cH:19][cH:20][c:14]([cH:15][cH:16]1)[N:11]1[CH2:12][CH2:13][CH:8]([CH2:9][CH2:10]1)[C:6]([Cl:3])=[O:7].[Cl:1].[O:5].[O:4].[S:2]
CCOC(=O)C1CCC(N1C)C(=O)OCC.NCc1ccccc1>>CCOC(=O)C1CCC(N1C)C(=O)NCc1ccccc1,[CH3:9][CH2:10][O:11][C:12](=[O:13])[CH:14]1[CH2:15][CH2:16][CH:17]([N:18]1[CH3:19])[C:20](=[O:21])[O:22][CH2:23][CH3:24].[NH2:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1>>[CH3:24][CH2:23][O:22][C:20](=[O:21])[CH:17]1[CH2:16][CH2:15][CH:14]([N:18]1[CH3:19])[C:12](=[O:13])[NH:1][CH2:2][c:3]1[cH:8][cH:7][cH:6][cH:5][cH:4]1.[CH3:9][CH2:10][OH:11]
BrCC#C.Oc1ccc(cn1)-c1ccc(Cl)cc1>>Clc1ccc(cc1)-c1ccc(OCC#C)nc1,[OH:1][c:2]1[cH:3][cH:4][c:5]([cH:6][n:7]1)-[c:8]1[cH:9][cH:10][c:11]([Cl:12])[cH:13][cH:14]1.[Br:15][CH2:16][C:17]#[CH:18]>>[Cl:12][c:11]1[cH:13][cH:14][c:8]([cH:9][cH:10]1)-[c:5]1[cH:4][cH:3][c:2]([O:1][CH2:16][C:17]#[CH:18])[n:7][cH:6]1.[Br:15]
CI.CC(=O)N1CC(C)(C)c2cc(O)ccc12>>COc1ccc2N(CC(C)(C)c2c1)C(C)=O,[CH3:16][I:17].[CH3:1][C:2](=[O:3])[N:4]1[CH2:5][C:6]([CH3:7])([CH3:8])[c:9]2[cH:10][c:11]([OH:12])[cH:13][cH:14][c:15]12>>[CH3:16][O:12][c:11]1[cH:13][cH:14][c:15]2[N:4]([CH2:5][C:6]([CH3:8])([CH3:7])[c:9]2[cH:10]1)[C:2]([CH3:1])=[O:3].[IH:17]
CCOC(=O)CC(C[N+]([O-])=O)c1cc2ccccc2o1>>O=C1CC(CN1)c1cc2ccccc2o1,[CH3:9][CH2:3][O:2][C:7](=[O:8])[CH2:6][CH:5]([CH2:4][N+:1]([O-:10])=[O:11])[c:12]1[cH:16][c:15]2[cH:17][cH:18][cH:19][cH:20][c:14]2[o:13]1>>[O:8]=[C:7]1[CH2:6][CH:5]([CH2:4][NH:1]1)[c:12]1[cH:16][c:15]2[cH:17][cH:18][cH:19][cH:20][c:14]2[o:13]1
Nc1nc(-c2cccc(F)c2)c(-c2ccc(=O)[nH]c2)c(=O)n1CC=C.CI>>Cn1cc(ccc1=O)-c1c(nc(N)n(CC=C)c1=O)-c1cccc(F)c1,[CH3:1][I:2].[NH2:3][c:4]1[n:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][c:11]([F:12])[cH:13]2)[c:14](-[c:15]2[cH:16][cH:17][c:18](=[O:19])[nH:20][cH:21]2)[c:22](=[O:23])[n:24]1[CH2:25][CH:26]=[CH2:27]>>[CH3:1][n:20]1[cH:21][c:15]([cH:16][cH:17][c:18]1=[O:19])-[c:14]1[c:6]([n:5][c:4]([NH2:3])[n:24]([CH2:25][CH:26]=[CH2:27])[c:22]1=[O:23])-[c:7]1[cH:8][cH:9][cH:10][c:11]([F:12])[cH:13]1.[I:2]
CC(C)C(C)(NC(=O)c1nc(C)c(OC(C)=O)cc1C(O)=O)C(N)=O.CO>>COC(=O)c1cc(OC(C)=O)c(C)nc1C(=O)NC(C)(C(C)C)C(N)=O,[CH3:3][CH:4]([CH3:5])[C:6]([CH3:7])([NH:8][C:9](=[O:10])[c:11]1[n:12][c:13]([CH3:14])[c:15]([O:16][C:17]([CH3:18])=[O:19])[cH:20][c:21]1[C:22]([OH:23])=[O:24])[C:25]([NH2:26])=[O:27].[CH3:1][OH:2]>>[CH3:1][O:2][C:22](=[O:24])[c:21]1[cH:20][c:15]([O:16][C:17]([CH3:18])=[O:19])[c:13]([CH3:14])[n:12][c:11]1[C:9](=[O:10])[NH:8][C:6]([CH3:7])([CH:4]([CH3:3])[CH3:5])[C:25]([NH2:26])=[O:27].[OH2:23]
CC(C)(C)OC(=O)N1CCC(O)C1.CC(O)=S>>CC(=O)SC1CCN(C1)C(=O)OC(C)(C)C,[CH3:1][C:2]([OH:3])=[S:4].[CH3:5][C:6]([CH3:7])([CH3:8])[O:9][C:10](=[O:11])[N:12]1[CH2:13][CH2:14][CH:15]([OH:16])[CH2:17]1>>[OH2:16].[CH3:1][C:2](=[O:3])[S:4][CH:15]1[CH2:14][CH2:13][N:12]([CH2:17]1)[C:10](=[O:11])[O:9][C:6]([CH3:8])([CH3:7])[CH3:5]
CN(CCCCCCCCCO[Si](C)(C)C(C)(C)C)C1C2CCC1C(O)C2.CCOC(=O)C(O)(c1cccs1)c1cccs1>>CN(CCCCCCCCCO[Si](C)(C)C(C)(C)C)C1C2CCC1C(C2)OC(=O)C(O)(c1cccs1)c1cccs1,[CH3:28][CH2:29][O:30][C:31](=[O:32])[C:33]([OH:34])([c:35]1[cH:36][cH:37][cH:38][s:39]1)[c:40]1[cH:41][cH:42][cH:43][s:44]1.[CH3:1][N:2]([CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][O:12][Si:13]([CH3:14])([CH3:15])[C:16]([CH3:17])([CH3:18])[CH3:19])[CH:20]1[CH:21]2[CH2:22][CH2:23][CH:24]1[CH:25]([OH:26])[CH2:27]2>>[CH3:1][N:2]([CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][O:12][Si:13]([CH3:14])([CH3:15])[C:16]([CH3:17])([CH3:19])[CH3:18])[CH:20]1[CH:21]2[CH2:22][CH2:23][CH:24]1[CH:25]([CH2:27]2)[O:26][C:31](=[O:32])[C:33]([OH:34])([c:40]1[cH:41][cH:42][cH:43][s:44]1)[c:35]1[cH:36][cH:37][cH:38][s:39]1.[CH3:28][CH2:29][OH:30]
Cn1nc(c(CBr)c1OC(F)F)C(F)(F)F.NC(N)=S>>Br.Cn1nc(c(CSC(N)=N)c1OC(F)F)C(F)(F)F,[CH3:1][n:2]1[n:3][c:4]([c:5]([CH2:6][Br:7])[c:8]1[O:9][CH:10]([F:11])[F:12])[C:13]([F:14])([F:15])[F:16].[NH2:17][C:18]([NH2:19])=[S:20]>>[BrH:7].[CH3:1][n:2]1[n:3][c:4]([c:5]([CH2:6][S:20][C:18]([NH2:17])=[NH:19])[c:8]1[O:9][CH:10]([F:11])[F:12])[C:13]([F:14])([F:15])[F:16]
COCC(=O)CC(=O)OC.[O-]N=O.Nc1ccccc1F>>COCC(=O)C(=NNc1ccccc1F)C(=O)OC,[NH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[F:8].[O-:9][N:10]=[O:11].[CH3:12][O:13][CH2:14][C:15](=[O:16])[CH2:17][C:18](=[O:19])[O:20][CH3:21]>>[CH3:12][O:13][CH2:14][C:15](=[O:16])[C:17](=[N:10][NH:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[F:8])[C:18](=[O:19])[O:20][CH3:21].[O:9].[O:11]
CI.COc1ccccc1N1Sc2ccccc2CC1=O>>COc1ccccc1N1Sc2ccccc2C(C)C1=O,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[N:9]1[S:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[CH2:17][C:18]1=[O:19].[CH3:20][I:21]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[N:9]1[S:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[CH:17]([CH3:20])[C:18]1=[O:19].[I:21]
[C-]#N.COC(=O)c1cc(F)cc(Cl)c1>>COC(=O)c1cc(Cl)cc(c1)C#N,[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][c:7]([F:8])[cH:9][c:10]([Cl:11])[cH:12]1.[C-:13]#[N:14]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:12][c:10]([Cl:11])[cH:9][c:7]([cH:6]1)[C:13]#[N:14].[F:8]
OC(=O)CCC1CCCCC1.CN1c2ccccc2C(=NC(NC(=O)OCc2ccccc2)C1=S)c1ccccc1>>CN1c2ccccc2C(=NC(NC(=O)CCC2CCCCC2)C1=S)c1ccccc1,[OH:54][C:53](=[O:55])[CH2:52][CH2:51][CH:45]1[CH2:46][CH2:47][CH2:48][CH2:49][CH2:50]1.[CH3:2][N:3]1[c:9]2[cH:10][cH:11][cH:12][cH:13][c:8]2[C:7](=[N:6][CH:5]([NH:20][C:21](=[O:23])[O:22][CH2:24][c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[C:4]1=[S:31])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1>>[CH3:2][N:3]1[c:9]2[cH:10][cH:11][cH:12][cH:13][c:8]2[C:7](=[N:6][CH:5]([NH:20][C:21](=[O:22])[CH2:52][CH2:51][CH:45]2[CH2:46][CH2:47][CH2:48][CH2:49][CH2:50]2)[C:4]1=[S:31])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1
Cc1ccnc(C(O)=O)c1Oc1cc(Cl)cc(Br)c1.[N-]=[N+]=[N-]>>Cc1ccnc(N)c1Oc1cc(Cl)cc(Br)c1,[N-:1]=[N+:2]=[N-:3].[CH3:4][c:5]1[cH:6][cH:7][n:8][c:9]([C:10]([OH:11])=[O:12])[c:13]1[O:14][c:15]1[cH:16][c:17]([Cl:18])[cH:19][c:20]([Br:21])[cH:22]1>>[CH3:4][c:5]1[cH:6][cH:7][n:8][c:9]([NH2:3])[c:13]1[O:14][c:15]1[cH:16][c:17]([Cl:18])[cH:19][c:20]([Br:21])[cH:22]1.[C:10].[N:2].[N:1].[O:11].[O:12]
C[Mg+].O=C1CN(C1)C(c1ccccc1)c1ccccc1>>CC1(O)CN(C1)C(c1ccccc1)c1ccccc1,[O:1]=[C:2]1[CH2:3][N:4]([CH2:5]1)[CH:6]([c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1.[CH3:19][Mg+:20]>>[CH3:19][C:2]1([OH:1])[CH2:3][N:4]([CH2:5]1)[CH:6]([c:13]1[cH:18][cH:17][cH:16][cH:15][cH:14]1)[c:7]1[cH:12][cH:11][cH:10][cH:9][cH:8]1.[Mg:20]
COc1ccc(cc1)N1CCN(CC1)C(=O)C(CC(C)C)C1OC(C)(C)OC1=O.NO>>COc1ccc(cc1)N1CCN(CC1)C(=O)C(CC(C)C)C(O)C(=O)NO,[NH2:1][OH:2].[CH3:3][O:4][c:5]1[cH:6][cH:7][c:8]([cH:9][cH:10]1)[N:11]1[CH2:12][CH2:13][N:14]([CH2:15][CH2:16]1)[C:17](=[O:18])[CH:19]([CH2:20][CH:21]([CH3:22])[CH3:23])[CH:24]1[O:25][C:26]([CH3:27])([CH3:28])[O:29][C:30]1=[O:31]>>[CH3:3][O:4][c:5]1[cH:10][cH:9][c:8]([cH:7][cH:6]1)[N:11]1[CH2:16][CH2:15][N:14]([CH2:13][CH2:12]1)[C:17](=[O:18])[CH:19]([CH2:20][CH:21]([CH3:23])[CH3:22])[CH:24]([OH:25])[C:26](=[O:29])[NH:1][OH:2].[C:28].[C:27].[C:30].[O:31]
COc1ccc(Br)nc1.COc1ccc(OCc2ccccc2)cc1C=O.CC(=O)OC(C)=O>>COc1ccc(nc1)C(OC(C)=O)c1cc(OCc2ccccc2)ccc1OC,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[N:9]1[CH2:10][CH2:11][N:12]([CH2:13][CH2:14]1)[C:15](=[O:16])[CH:17]([CH2:18][CH:19]([CH3:20])[CH3:21])[CH:22]1[O:26][C:25]([CH3:27])([CH3:28])[O:24][C:23]1=[O:29].[NH2:30][OH:31]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[N:9]1[CH2:10][CH2:11][N:12]([CH2:13][CH2:14]1)[C:15](=[O:16])[CH:17]([CH2:18][CH:19]([CH3:20])[CH3:21])[CH:22]([OH:26])[C:23](=[O:24])[NH:30][OH:31]
O.ON=C1CC2(CCN(CC2)C(=O)OCc2ccccc2)c2ccccc12>>O=C(OCc1ccccc1)N1CCC2(CC1)CC(=O)Nc1ccccc21,[OH2:36].[OH:10][N:11]=[C:12]1[CH2:13][C:14]2([CH2:21][CH2:22][N:23]([CH2:24][CH2:25]2)[C:26](=[O:27])[O:28][CH2:29][c:30]2[cH:31][cH:32][cH:33][cH:34][cH:35]2)[c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]12>>[O:27]=[C:26]([O:28][CH2:29][c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1)[N:23]1[CH2:22][CH2:21][C:14]2([CH2:25][CH2:24]1)[CH2:13][C:12](=[O:36])[NH:11][c:20]1[cH:19][cH:18][cH:17][cH:16][c:15]21
